ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition,ReasonToManager,ReasonInExitInterview 
1670,Female,Married,Graduate,2,3,16,40554,1,-2,Sales,0,0,0,5,5,5,2,0,0,1,2,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1671,Female,Single,Graduate,1,3,17,40560,1,0,Sales,0,0,0,3,4,3,2,0,0,1,4,Associate Developer,No,,
1672,Female,Married,Graduate,2,4,17,58828,1,1,Training,1,1,1,4,1,2,7,2,4,1,4,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1673,Female,Married,Graduate,1,3,17,56353,1,1,DevOps,1,0,0,3,4,4,0,0,0,1,1,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1674,Male,Single,Under-Graduate,1,5,17,42427,1,1,Testing,0,0,0,1,2,5,1,0,0,1,3,Associate Developer,No,,
1675,Male,Single,Graduate,1,5,15,49736,0,-1,DevOps,0,0,0,1,1,4,1,0,0,1,5,Associate Developer,No,,
1676,Male,Single,Graduate,1,5,20,43649,0,-2,Public Relations,0,0,0,3,1,4,3,0,0,2,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1677,Female,Single,Graduate,3,5,19,41112,0,1,Sales,0,1,1,4,3,5,2,0,1,2,1,Associate Developer,Yes,Technology,Higher studies
1678,Female,Single,Graduate,2,4,14,40362,0,1,HR,0,0,0,3,1,5,0,0,0,1,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1679,Female,Single,Graduate,1,5,18,41747,1,1,Sales,0,0,0,3,2,2,1,0,0,2,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1680,Male,Single,Graduate,3,5,12,47317,0,-1,HR,0,0,0,3,2,4,1,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1681,Male,Single,Graduate,1,4,17,56250,0,1,Training,0,3,2,5,1,5,6,1,4,1,5,Developer,Yes,Technology,Higher studies
1682,Female,Single,Graduate,3,4,14,49805,1,-2,Training,0,0,0,5,5,5,2,0,0,1,3,Associate Developer,No,,
1683,Male,Single,Graduate,1,5,16,43082,0,0,Consultancy,0,1,0,4,5,3,3,1,2,1,5,Associate Developer,No,,
1684,Female,Married,Under-Graduate,1,5,19,49324,0,0,Development,0,0,1,5,1,5,3,1,1,2,1,Associate Developer,No,,
1685,Female,Single,Graduate,2,3,17,53159,0,-1,Sales,0,2,2,5,3,5,8,2,2,4,1,Developer,No,,
1686,Female,Single,Graduate,2,4,14,50547,0,-2,HR,1,1,0,5,1,5,4,0,1,4,1,Developer,No,,
1687,Female,Married,Graduate,1,3,16,47624,1,-2,HR,1,1,0,4,1,4,8,2,2,3,4,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1688,Female,Married,Graduate,1,3,12,41786,0,0,Testing,0,1,1,4,1,2,2,1,1,1,4,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1689,Female,Married,Graduate,1,3,13,58688,1,-1,Development,1,1,2,3,1,5,3,2,2,3,3,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1690,Female,Married,Graduate,1,5,17,47135,0,1,DevOps,0,0,0,4,3,5,3,0,1,2,5,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1691,Male,Single,Graduate,1,4,12,49212,1,-2,HR,0,3,1,2,4,3,6,1,3,4,2,Developer,Yes,Technology,Higher studies
1692,Female,Married,Under-Graduate,1,3,17,40340,1,0,Testing,0,0,0,5,5,5,3,0,0,1,2,Associate Developer,No,,
1693,Female,Single,Graduate,1,3,15,54115,1,-2,People Management,1,0,0,1,4,3,5,0,0,3,1,Developer,No,,
1694,Female,Married,Graduate,1,3,11,50726,1,1,Product Management,1,0,1,5,1,5,3,0,2,4,1,Developer,No,,
1695,Female,Married,Graduate,1,3,19,48482,1,1,Testing,0,0,0,5,2,2,0,0,0,1,5,Associate Developer,No,,
1696,Male,Single,Graduate,1,5,11,57802,1,0,Product Management,0,1,0,5,5,4,5,1,2,1,3,Developer,No,,
1697,Female,Married,Graduate,1,4,19,44373,0,1,Development,0,0,0,3,5,3,0,0,0,1,4,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1698,Male,Single,Graduate,1,4,17,47273,1,-1,Development,0,0,0,3,4,3,2,0,0,2,2,Associate Developer,Yes,Repetitive task,Want Challenging task
1699,Female,Single,Graduate,3,5,18,46301,1,-1,DevOps,1,1,2,5,5,4,7,0,2,4,4,Developer,No,,
1700,Female,Single,Graduate,1,5,13,47683,1,1,DevOps,0,0,0,1,1,5,3,0,0,2,1,Associate Developer,Yes,Technology,Higher studies
1701,Male,Married,Graduate,1,5,17,41888,1,1,Training,0,0,0,3,2,2,2,0,0,1,1,Associate Developer,Yes,Repetitive task,Want Challenging task
1702,Female,Single,Graduate,1,4,13,51152,0,-1,DevOps,0,0,0,3,3,5,0,0,0,1,4,Developer,No,,
1703,Male,Married,Under-Graduate,1,5,10,56048,1,-1,HR,0,2,1,3,5,3,7,0,4,2,4,Developer,Yes,Repetitive task,Want Challenging task
1704,Male,Married,Graduate,1,5,20,43058,1,0,People Management,0,0,0,3,3,5,0,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1705,Male,Single,Graduate,2,3,13,44655,0,1,People Management,0,0,0,1,5,5,2,1,1,1,4,Associate Developer,No,,
1706,Male,Single,Graduate,1,5,17,54389,1,-1,Product Management,0,0,0,5,1,4,2,0,0,1,5,Developer,Yes,Technology,Higher studies
1707,Male,Single,Graduate,1,5,12,46714,0,0,Product Management,0,0,0,3,5,4,1,0,0,1,5,Developer,Yes,Technology,Higher studies
1708,Female,Single,Graduate,1,5,19,42741,1,0,Testing,0,0,0,3,1,5,1,0,0,1,4,Associate Developer,Yes,Technology,Higher studies
1709,Female,Single,Graduate,3,4,13,47625,0,-1,HR,0,0,0,5,5,5,0,0,0,1,1,Associate Developer,Yes,Technology,Higher studies
1710,Male,Married,Graduate,2,3,20,45482,1,0,Product Management,0,0,0,5,2,3,0,0,0,1,1,Associate Developer,No,,
1711,Female,Single,Graduate,2,3,17,49552,1,-1,People Management,1,1,1,1,2,3,2,0,1,2,3,Developer,No,,
1712,Female,Married,Graduate,1,5,18,45455,1,-1,Product Management,0,0,0,2,3,3,0,0,0,1,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1713,Female,Single,Graduate,2,5,11,57534,0,0,Testing,0,1,3,2,4,3,7,0,3,3,1,Developer,Yes,Repetitive task,Want Challenging task
1714,Male,Married,Graduate,1,5,18,49615,1,-2,HR,0,0,0,1,1,4,2,1,1,1,3,Associate Developer,No,,
1715,Female,Married,Graduate,1,3,12,51555,1,0,Development,1,0,1,4,2,4,6,1,2,4,3,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1716,Male,Single,Graduate,1,5,20,46614,1,-2,HR,0,0,0,1,5,5,0,0,0,1,5,Associate Developer,No,,
1717,Female,Married,Graduate,1,4,14,42488,0,-1,Sales,0,0,0,5,4,3,1,0,0,1,1,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1718,Female,Single,Under-Graduate,1,5,10,59629,1,1,Consultancy,0,1,0,3,1,3,3,0,2,1,1,Developer,Yes,Repetitive task,Want Challenging task
1719,Female,Married,Graduate,3,3,16,49173,1,-2,People Management,1,2,0,2,1,5,8,2,2,4,3,Developer,No,,
1720,Male,Married,Graduate,1,5,19,49295,1,0,Sales,0,0,0,1,1,4,1,0,0,1,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1721,Male,Single,Graduate,2,5,12,49155,1,-2,Testing,0,3,2,5,5,4,5,1,4,4,5,Developer,Yes,Technology,Higher studies
1722,Male,Married,Graduate,2,4,16,40231,0,0,Public Relations,0,0,0,2,3,5,3,0,0,1,1,Associate Developer,Yes,Repetitive task,Want Challenging task
1723,Male,Single,Graduate,1,3,16,41085,1,1,Product Management,0,0,0,3,3,3,0,0,0,1,5,Associate Developer,No,,
1724,Female,Married,Graduate,2,4,14,40956,1,0,Development,0,0,0,3,1,3,1,0,0,1,1,Associate Developer,No,,
1725,Male,Single,Graduate,1,5,11,54581,0,1,Testing,1,3,1,4,3,2,7,3,4,2,2,Developer,No,,
1726,Male,Single,Graduate,2,5,10,56422,0,-1,Public Relations,0,0,1,3,5,3,5,3,4,4,1,Developer,Yes,Repetitive task,Want Challenging task
1727,Male,Married,Graduate,1,3,17,59112,0,-1,Product Management,0,0,0,1,4,3,0,0,0,1,4,Developer,No,,
1728,Female,Married,Under-Graduate,1,3,13,47908,0,1,People Management,0,0,0,3,5,2,2,0,0,1,3,Associate Developer,No,,
1729,Female,Single,Graduate,1,4,20,43454,0,0,Sales,0,0,0,1,3,3,1,0,0,1,2,Associate Developer,No,,
1730,Female,Single,Graduate,1,5,19,44185,0,1,People Management,0,0,0,1,2,4,0,0,0,1,3,Associate Developer,Yes,Technology,Higher studies
1731,Female,Single,Graduate,1,4,20,47049,0,1,Sales,0,0,0,1,5,5,3,1,1,1,2,Associate Developer,Yes,Technology,Higher studies
1732,Female,Married,Graduate,2,4,15,44071,1,0,Public Relations,0,0,0,3,4,5,1,0,0,1,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1733,Male,Married,Graduate,1,3,16,49279,0,-1,Training,0,0,0,2,5,3,2,0,0,1,2,Developer,No,,
1734,Male,Single,Graduate,2,5,18,42090,0,-2,DevOps,0,0,0,2,3,3,1,0,0,2,1,Associate Developer,No,,
1735,Female,Married,Graduate,1,4,13,46005,0,-2,DevOps,0,1,0,3,1,2,3,0,1,2,5,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1736,Female,Single,Graduate,1,5,11,56662,0,0,HR,0,1,0,1,1,5,4,0,2,1,1,Developer,No,,
1737,Female,Married,Graduate,2,2,19,45513,1,0,Product Management,0,0,1,3,3,2,2,0,1,2,4,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1738,Female,Single,Graduate,1,4,17,50731,0,-2,DevOps,1,0,0,3,3,5,0,0,0,1,1,Developer,Yes,Repetitive task,Want Challenging task
1739,Male,Married,Graduate,1,5,10,50828,0,-1,HR,0,0,0,3,2,5,0,0,0,1,1,Developer,Yes,Repetitive task,Want Challenging task
1740,Female,Single,Graduate,1,5,18,44321,0,-1,Consultancy,0,0,0,3,3,2,1,0,0,1,2,Associate Developer,Yes,Repetitive task,Want Challenging task
1741,Male,Single,Graduate,2,3,16,51015,0,0,Testing,0,2,1,3,5,2,4,1,2,4,2,Developer,No,,
1742,Female,Married,Graduate,2,3,14,43197,0,-2,Public Relations,0,0,0,3,5,2,1,0,0,2,4,Associate Developer,No,,
1743,Male,Married,Graduate,2,5,18,53698,1,0,Product Management,1,0,0,3,3,5,0,0,0,1,1,Developer,Yes,Repetitive task,Want Challenging task
1744,Male,Married,Graduate,3,3,12,40687,1,-2,DevOps,0,0,0,5,3,4,1,0,0,1,5,Associate Developer,No,,
1745,Female,Single,Graduate,1,5,14,41526,0,1,Product Management,0,1,1,2,2,5,3,0,2,2,3,Associate Developer,No,,
1746,Male,Single,Graduate,1,5,19,47840,0,1,Training,0,0,0,1,4,5,2,0,1,1,5,Associate Developer,Yes,Technology,Higher studies
1747,Female,Single,Under-Graduate,2,3,17,59585,1,1,DevOps,0,0,0,1,3,3,7,0,0,1,4,Developer,No,,
1748,Male,Single,Under-Graduate,1,3,13,43528,0,0,Consultancy,0,0,0,5,1,5,3,0,0,1,5,Associate Developer,No,,
1749,Female,Single,Graduate,1,4,20,46711,1,-2,Public Relations,0,0,0,2,5,3,1,0,0,1,3,Associate Developer,No,,
1750,Female,Married,Graduate,2,4,16,45139,0,-2,Public Relations,0,0,0,3,2,3,1,0,0,2,3,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1751,Female,Single,Under-Graduate,2,3,10,54703,0,0,Testing,1,0,0,1,3,5,7,0,0,1,3,Developer,No,,
1752,Male,Single,Graduate,1,4,16,46210,0,-2,Consultancy,0,0,1,1,3,5,2,1,1,1,3,Associate Developer,Yes,Technology,Higher studies
1753,Female,Married,Graduate,1,4,13,50515,1,0,People Management,0,0,1,2,3,3,5,0,2,1,1,Developer,No,,
1754,Female,Single,Under-Graduate,1,3,20,48550,1,0,Product Management,0,0,0,3,2,5,1,0,0,1,1,Associate Developer,No,,
1755,Female,Single,Graduate,3,3,13,41353,0,1,Testing,0,0,0,5,5,3,1,0,0,1,5,Associate Developer,No,,
1756,Male,Married,Graduate,1,5,17,48629,1,1,Consultancy,0,0,0,4,1,3,2,0,0,1,5,Associate Developer,No,,
1757,Female,Single,Graduate,1,4,14,56256,1,1,Training,1,0,1,5,4,5,8,2,3,2,5,Developer,No,,
1758,Female,Married,Graduate,2,3,19,40940,0,-1,Training,0,0,0,3,4,2,1,0,0,1,3,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1759,Male,Single,Graduate,3,3,19,43192,0,-1,People Management,0,0,0,1,5,5,2,0,0,1,5,Associate Developer,No,,
1760,Female,Married,Graduate,1,5,15,43914,0,0,Public Relations,0,0,0,5,1,5,0,0,0,1,1,Associate Developer,No,,
1761,Female,Married,Graduate,2,5,15,41912,1,1,DevOps,0,0,0,3,3,3,0,0,0,1,4,Associate Developer,Yes,Repetitive task,Want Challenging task
1762,Female,Single,Graduate,2,4,18,42451,0,-2,Sales,0,0,0,5,3,2,0,0,0,1,3,Associate Developer,No,,
1763,Female,Married,Graduate,3,4,15,58862,0,1,Consultancy,1,0,0,2,3,3,7,0,0,3,3,Developer,Yes,Repetitive task,Want Challenging task
1764,Male,Single,Graduate,1,4,15,48586,0,-2,Sales,0,0,0,1,3,4,1,0,0,2,1,Associate Developer,Yes,Technology,Higher studies
1765,Female,Married,Graduate,1,4,19,44361,1,0,Sales,0,0,0,5,3,5,0,0,0,1,2,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1766,Male,Married,Graduate,1,3,11,55551,1,1,Development,0,0,0,5,5,4,6,0,2,2,3,Developer,No,,
1767,Female,Single,Graduate,2,4,17,57104,1,-2,Testing,1,2,1,1,5,3,8,2,2,3,1,Developer,No,,
1768,Male,Married,Graduate,1,4,16,45299,1,0,People Management,1,0,0,2,2,5,2,0,0,3,1,Developer,Yes,Repetitive task,Want Challenging task
1769,Female,Married,Graduate,3,4,14,48077,0,1,DevOps,0,0,0,5,1,3,1,0,0,1,2,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1770,Female,Single,Under-Graduate,1,5,17,45570,1,0,Product Management,0,0,0,3,5,2,1,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1771,Female,Married,Graduate,1,2,10,46697,1,-1,DevOps,1,0,0,5,1,4,4,0,1,2,1,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1772,Male,Single,Graduate,1,3,17,43379,0,1,Consultancy,0,0,0,5,1,2,0,0,0,1,5,Associate Developer,No,,
1773,Female,Married,Graduate,2,3,12,55412,1,-2,Training,0,0,0,1,5,5,3,0,1,1,1,Developer,No,,
1774,Male,Married,Under-Graduate,1,3,10,50179,1,0,HR,0,0,0,1,4,3,6,0,0,2,1,Developer,No,,
1775,Male,Married,Graduate,2,3,11,54028,1,-2,Development,1,2,1,1,5,5,6,3,3,4,1,Developer,No,,
1776,Female,Married,Graduate,1,4,14,49373,1,1,Training,0,0,0,3,5,4,3,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1777,Male,Single,Graduate,1,5,17,45516,1,-2,Public Relations,0,0,0,5,2,4,0,0,0,1,1,Associate Developer,Yes,Technology,Higher studies
1778,Male,Single,Graduate,2,3,20,49993,0,-1,Testing,0,0,0,1,3,5,3,0,0,1,1,Associate Developer,No,,
1779,Female,Single,Graduate,2,4,20,41331,0,1,Consultancy,0,0,0,3,5,2,0,0,0,1,1,Associate Developer,No,,
1780,Female,Single,Graduate,1,5,17,46366,0,-2,DevOps,0,0,2,5,4,4,5,1,2,2,5,Developer,Yes,Technology,Higher studies
1781,Female,Single,Graduate,1,5,14,48566,1,-1,Public Relations,0,0,0,3,1,3,1,0,0,4,3,Developer,Yes,Repetitive task,Want Challenging task
1782,Female,Single,Graduate,1,5,15,42824,0,0,People Management,0,0,0,5,1,3,2,0,1,1,1,Associate Developer,Yes,Technology,Higher studies
1783,Female,Married,Graduate,1,3,19,40310,1,1,HR,0,0,0,3,1,4,2,0,1,1,1,Associate Developer,No,,
1784,Female,Married,Graduate,1,2,14,45390,1,-2,Product Management,1,0,0,4,5,5,5,0,0,3,2,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1785,Male,Single,Graduate,2,4,12,58332,1,-2,Consultancy,0,0,0,3,5,2,0,0,0,1,2,Developer,No,,
1786,Female,Married,Graduate,2,5,18,41916,1,-1,HR,0,0,0,4,5,2,1,0,0,1,5,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1787,Male,Single,Under-Graduate,2,5,13,49167,1,-2,Training,0,0,0,3,3,5,1,0,0,1,5,Associate Developer,No,,
1788,Male,Single,Graduate,1,4,17,45165,0,1,Testing,0,0,0,3,5,5,0,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1789,Male,Married,Graduate,2,5,16,43149,0,-2,Testing,0,0,0,3,1,4,3,0,1,1,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1790,Female,Married,Graduate,3,4,17,57503,1,1,Testing,1,0,0,4,1,3,7,0,0,2,1,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1791,Male,Married,Graduate,1,3,12,54530,0,0,Sales,0,0,0,3,1,5,2,0,0,3,4,Developer,No,,
1792,Female,Single,Graduate,1,3,15,43765,1,1,HR,0,0,0,4,5,3,0,0,0,1,3,Associate Developer,No,,
1793,Male,Single,Graduate,2,5,13,50401,1,-1,Public Relations,1,2,3,1,2,3,6,3,4,3,5,Developer,No,,
1794,Female,Married,Graduate,1,4,11,47891,0,-1,HR,0,0,2,4,3,4,8,2,4,1,3,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1795,Male,Single,Graduate,1,5,15,55676,0,-1,Product Management,1,1,0,2,5,3,4,1,1,4,4,Developer,No,,
1796,Male,Single,Graduate,2,5,16,42379,1,-1,Sales,0,0,0,2,1,5,2,0,0,1,4,Associate Developer,Yes,Technology,Higher studies
1797,Female,Married,Graduate,1,3,19,49625,1,-1,Testing,0,0,0,5,2,3,0,0,0,1,5,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1798,Female,Married,Graduate,1,3,15,44601,0,-1,DevOps,0,0,0,5,1,5,3,0,0,1,5,Associate Developer,No,,
1799,Female,Single,Graduate,1,4,19,44781,0,1,HR,0,0,0,2,5,4,0,0,0,1,4,Associate Developer,No,,
1800,Female,Single,Graduate,2,4,20,46407,1,0,DevOps,0,0,0,5,5,3,2,0,0,2,5,Associate Developer,No,,
1801,Female,Single,Graduate,1,5,10,59169,0,1,Sales,1,0,0,3,4,4,3,0,0,4,3,Developer,No,,
1802,Male,Single,Graduate,2,3,15,55318,1,-2,Training,1,0,0,2,3,2,8,0,0,2,5,Developer,No,,
1803,Male,Single,Graduate,1,5,15,48957,1,1,Development,0,0,0,1,4,5,0,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1804,Female,Married,Graduate,2,4,10,50969,0,1,Product Management,0,0,0,5,5,5,1,0,0,2,3,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1805,Female,Married,Graduate,1,4,15,50582,0,-1,Public Relations,0,0,0,5,5,2,7,0,0,3,1,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1806,Female,Single,Graduate,2,5,16,54051,0,1,People Management,1,0,1,3,3,5,2,0,1,1,4,Developer,Yes,Repetitive task,Want Challenging task
1807,Female,Single,Graduate,2,3,20,47819,0,-2,Sales,0,0,0,1,1,3,1,0,0,2,1,Associate Developer,No,,
1808,Female,Married,Graduate,1,3,14,52234,1,-2,Sales,1,0,0,4,5,5,0,0,0,1,5,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1809,Female,Married,Under-Graduate,1,4,16,42219,1,-2,Development,0,1,1,4,2,5,3,2,2,2,2,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1810,Male,Single,Graduate,1,3,13,43006,0,0,HR,0,0,0,5,5,5,0,0,0,1,1,Associate Developer,No,,
1811,Female,Married,Graduate,1,5,16,45223,0,0,Sales,1,0,2,2,5,5,4,1,2,4,1,Developer,Yes,Repetitive task,Want Challenging task
1812,Female,Single,Graduate,1,4,12,40919,0,-1,Public Relations,0,0,0,2,1,5,0,0,0,1,2,Associate Developer,Yes,Repetitive task,Want Challenging task
1813,Female,Married,Graduate,1,3,11,52628,1,1,Development,0,0,0,4,1,2,2,1,1,4,5,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1814,Female,Married,Graduate,1,5,19,42433,1,-1,People Management,0,0,0,3,1,5,0,0,0,1,4,Associate Developer,Yes,Repetitive task,Want Challenging task
1815,Female,Married,Graduate,1,3,20,46863,0,-1,Product Management,0,0,0,3,5,5,0,0,0,1,5,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1816,Male,Single,Graduate,1,5,10,50617,1,0,People Management,1,0,0,2,5,5,6,0,0,2,1,Developer,No,,
1817,Female,Single,Graduate,1,5,10,49468,0,-1,Consultancy,1,0,1,5,1,5,6,1,2,3,5,Developer,No,,
1818,Male,Married,Graduate,1,3,17,45730,1,1,Public Relations,0,0,0,3,5,4,1,0,0,1,1,Associate Developer,No,,
1819,Female,Married,Graduate,1,5,18,42584,0,1,Sales,0,0,0,1,3,3,1,0,0,1,5,Associate Developer,Yes,Repetitive task,Want Challenging task
1820,Female,Single,Graduate,1,5,15,40634,0,-1,DevOps,0,0,0,2,1,5,1,0,0,2,1,Associate Developer,Yes,Technology,Higher studies
1821,Male,Married,Graduate,1,5,13,40006,0,-1,Development,0,0,0,1,1,5,3,0,1,1,1,Associate Developer,No,,
1822,Female,Single,Graduate,1,3,15,48955,0,1,Public Relations,1,1,1,1,3,3,3,0,1,4,5,Developer,No,,
1823,Male,Single,Graduate,2,4,13,45291,0,0,DevOps,0,0,0,3,5,5,0,0,0,1,5,Associate Developer,Yes,Technology,Higher studies
1824,Female,Married,Graduate,2,2,15,43602,0,1,Product Management,0,0,0,5,5,5,1,0,0,2,1,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1825,Female,Married,Graduate,2,3,18,52340,0,-1,HR,0,2,1,1,1,4,7,0,2,4,1,Developer,No,,
1826,Male,Single,Graduate,2,3,15,47027,1,0,Consultancy,0,0,0,1,1,5,5,0,1,3,2,Developer,No,,
1827,Female,Married,Graduate,1,4,12,45770,0,0,People Management,0,0,0,4,4,4,3,0,0,2,4,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1828,Female,Married,Graduate,1,4,18,44445,1,1,Product Management,0,0,0,2,3,4,3,2,2,2,1,Associate Developer,No,,
1829,Female,Married,Graduate,1,3,13,51303,1,0,People Management,0,0,0,5,3,3,3,1,2,2,1,Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1830,Male,Single,Graduate,1,4,13,51264,0,1,Development,0,0,0,1,5,5,7,0,0,1,2,Developer,No,,
1831,Male,Single,Graduate,1,3,16,57023,0,0,Product Management,1,0,0,3,5,4,2,0,1,3,1,Developer,No,,
1832,Male,Married,Graduate,2,4,10,48814,1,1,DevOps,0,0,0,5,5,3,2,0,1,1,1,Developer,No,,
1833,Female,Single,Graduate,1,5,16,50537,1,-1,Development,1,0,0,1,2,5,8,0,1,1,1,Developer,Yes,Technology,Higher studies
1834,Female,Single,Graduate,1,5,15,49163,1,-2,Public Relations,1,0,0,5,1,5,4,0,0,1,1,Developer,Yes,Technology,Higher studies
1835,Female,Single,Graduate,2,4,18,50302,1,1,Consultancy,0,0,0,3,5,3,1,0,0,4,5,Developer,Yes,Repetitive task,Want Challenging task
1836,Male,Married,Graduate,2,5,18,55194,0,1,People Management,1,0,0,4,3,4,5,0,0,2,3,Developer,Yes,Repetitive task,Want Challenging task
1837,Female,Married,Graduate,2,5,17,49479,1,-2,People Management,0,0,0,2,4,5,1,0,0,2,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1838,Female,Married,Graduate,1,3,13,49829,1,-1,Training,0,0,1,4,3,4,2,0,1,1,5,Associate Developer,Yes,Family Responsibilities,Rigid Maternity Policy
1839,Male,Single,Graduate,1,4,18,45052,0,-1,Consultancy,0,0,0,3,2,4,2,0,0,1,2,Associate Developer,No,,
1840,Male,Single,Graduate,2,5,17,56270,0,-2,People Management,1,1,2,1,2,5,6,2,4,4,5,Developer,No,,
1841,Female,Single,Graduate,1,5,12,41515,0,-1,Testing,0,0,0,5,5,5,1,0,0,2,3,Associate Developer,No,,
1842,Male,Single,Graduate,3,5,15,41174,1,1,Product Management,0,0,0,5,5,5,0,0,0,1,3,Associate Developer,No,,
1843,Male,Single,Graduate,1,5,15,43857,0,-2,Sales,0,0,0,2,5,4,0,0,0,1,4,Associate Developer,Yes,Technology,Higher studies
1844,Male,Single,Graduate,1,5,14,43390,0,1,People Management,0,0,0,1,1,3,3,0,1,1,3,Associate Developer,Yes,Repetitive task,Want Challenging task
1845,Female,Single,Graduate,1,4,12,59316,1,0,DevOps,0,0,3,2,5,3,7,3,5,3,2,Developer,Yes,Repetitive task,Want Challenging task
1846,Male,Married,Graduate,1,4,18,45004,1,1,People Management,0,0,0,1,3,5,1,0,0,1,3,Associate Developer,No,,
1847,Male,Single,Under-Graduate,2,3,10,47228,0,-2,HR,0,0,0,4,2,3,2,0,1,3,1,Developer,No,,
1848,Male,Single,Graduate,1,3,13,45697,0,-2,Development,0,0,0,3,1,5,1,0,0,2,3,Associate Developer,No,,
1849,Female,Single,Graduate,1,3,19,45556,1,0,Sales,0,0,0,2,4,3,3,0,0,2,5,Associate Developer,No,,
1850,Male,Single,Graduate,1,5,17,43949,0,0,DevOps,0,0,0,5,2,4,0,0,0,1,5,Associate Developer,No,,
1851,Male,Single,Graduate,1,5,13,46173,1,0,Testing,0,0,0,3,3,3,6,1,5,4,1,Developer,Yes,Repetitive task,Want Challenging task
1852,Male,Single,Graduate,1,3,18,52823,1,0,HR,1,0,0,1,1,5,5,1,1,1,3,Developer,No,,
1853,Male,Married,Graduate,1,3,18,54134,0,-2,HR,1,0,0,1,1,4,1,0,0,1,3,Developer,No,,
1854,Male,Single,Graduate,2,5,12,56966,1,0,Consultancy,1,1,1,5,5,5,4,1,2,2,3,Developer,No,,
1855,Female,Single,Graduate,1,5,19,48199,1,1,Development,0,0,0,4,5,5,3,2,2,2,2,Associate Developer,Yes,Technology,Higher studies
1856,Male,Married,Graduate,1,5,16,45622,0,-1,Product Management,0,0,0,1,5,5,0,0,0,1,3,Associate Developer,No,,
1857,Female,Single,Graduate,2,4,16,49975,1,-1,Development,0,0,0,3,1,5,3,0,0,1,5,Associate Developer,No,,
1858,Female,Single,Graduate,2,5,19,47243,0,1,Public Relations,0,0,0,1,5,3,0,0,0,1,1,Associate Developer,No,,
1859,Female,Single,Graduate,1,5,17,41378,0,-2,Development,0,0,0,1,3,5,2,0,0,1,1,Associate Developer,No,,
1860,Male,Single,Graduate,1,3,13,49401,1,-2,Product Management,1,0,0,5,5,2,3,0,1,4,1,Developer,No,,
1861,Female,Single,Graduate,3,3,14,45888,0,1,Consultancy,0,2,0,3,5,5,3,1,2,1,3,Associate Developer,No,,
