ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
18213,Female,Single,Graduate,1,4,9,85386,3,-1,Product Management,3,9,1,4,4,3,16,7,12,4,4,VP,No
18214,Male,Married,Graduate,1,5,7,76329,2,1,Product Management,3,7,3,3,4,2,11,7,10,4,1,Product Owner,No
18215,Male,Married,Post-Graduate,2,3,13,64933,2,1,Testing,3,0,1,3,2,2,9,5,5,4,4,Senior Developer,Yes
18216,Male,Married,Post-Graduate,3,3,12,47924,2,0,People Management,2,6,3,5,4,1,13,6,9,3,1,Product Manager,No
18217,Male,Divorced,Post-Graduate,4,4,11,51842,2,0,Product Management,3,2,0,3,3,2,13,4,8,1,1,Product Manager,Yes
18218,Female,Divorced,Graduate,1,3,12,51375,2,-2,Product Management,2,4,5,3,3,4,12,4,8,1,3,Product Manager,Yes
18219,Male,Married,Post-Graduate,3,5,17,53139,2,-2,Consultancy,2,2,2,3,3,2,18,5,7,3,3,Senior Developer,No
18220,Male,Married,Post-Graduate,3,5,7,80570,3,1,Sales,3,4,6,2,4,4,16,5,11,3,3,VP,No
18221,Male,Married,Graduate,2,3,7,75769,3,1,Development,3,4,1,2,4,4,10,6,9,2,3,Product Owner,No
18222,Female,Married,Graduate,4,3,6,90331,3,-2,Training,3,3,3,1,1,3,15,8,11,4,5,Product Owner,No
18223,Female,Married,Graduate,1,3,7,89643,2,1,Public Relations,3,8,5,1,2,1,17,6,12,3,4,VP,Yes
18224,Male,Married,Graduate,4,5,9,82062,3,-2,HR,3,4,4,1,1,3,12,8,10,3,1,Product Owner,No
18225,Male,Married,Graduate,4,3,9,83639,2,0,Development,3,7,1,2,2,1,10,7,9,3,4,Product Owner,Yes
18226,Female,Married,Graduate,2,4,7,90266,2,0,Sales,3,9,5,2,5,2,18,4,14,3,5,VP,Yes
18227,Male,Divorced,Graduate,3,4,7,81734,2,-2,Development,3,4,2,4,1,1,16,6,9,4,4,Product Owner,No
18228,Male,Married,Post-Graduate,4,3,6,93166,2,1,Product Management,3,4,2,4,2,1,19,3,11,3,5,Product Owner,No
18229,Male,Single,Graduate,4,3,9,76508,3,-2,Public Relations,3,5,4,2,3,4,14,3,10,4,1,Product Owner,Yes
18230,Male,Divorced,Graduate,1,5,9,78525,2,0,Consultancy,3,5,1,2,4,1,17,7,12,2,4,VP,Yes
18231,Male,Married,Post-Graduate,3,4,8,81470,2,1,Consultancy,3,3,4,1,2,2,11,5,9,4,1,Product Owner,Yes
18232,Male,Married,Graduate,4,4,8,50548,2,0,Testing,3,3,4,2,4,1,11,5,8,1,4,Product Manager,Yes
18233,Male,Single,Post-Graduate,3,5,17,57385,2,1,HR,3,2,3,4,3,4,16,5,5,2,5,Senior Developer,No
18234,Male,Divorced,Post-Graduate,4,4,6,89124,2,-1,Development,3,8,0,5,5,2,18,7,13,2,3,VP,No
18235,Male,Married,Graduate,1,3,8,84877,3,-2,Sales,3,8,4,4,5,2,15,3,11,3,2,VP,Yes
18236,Male,Married,Post-Graduate,2,3,9,85806,3,-1,Product Management,3,7,1,1,4,1,8,3,8,1,2,Product Owner,Yes
18237,Male,Married,Graduate,2,5,6,84489,2,-1,People Management,3,3,1,2,2,1,13,6,11,2,5,Product Owner,Yes
18238,Male,Married,Graduate,3,5,8,75208,3,0,Training,3,5,6,5,2,2,19,7,11,3,3,VP,Yes
18239,Female,Married,Graduate,4,5,12,63866,2,0,Testing,3,0,2,5,5,1,14,5,5,1,4,Senior Developer,Yes
18240,Male,Married,Post-Graduate,1,3,17,61951,2,-2,HR,3,2,3,2,5,1,8,5,5,2,2,Senior Developer,Yes
18241,Female,Married,Doctorate,4,4,6,76343,2,-2,DevOps,3,9,3,4,3,4,18,4,12,4,3,VP,Yes
18242,Male,Married,Post-Graduate,4,4,6,75191,3,-1,DevOps,3,6,5,4,4,1,17,3,10,3,3,VP,Yes
18243,Male,Single,Graduate,3,5,11,47980,2,-1,HR,3,4,4,1,1,3,20,4,8,4,4,Product Manager,Yes
18244,Male,Married,Post-Graduate,4,4,7,81930,2,1,Sales,3,3,0,2,4,4,10,7,9,4,2,Product Owner,Yes
18245,Female,Married,Doctorate,1,4,17,54040,2,1,Consultancy,2,0,1,4,4,1,19,4,6,1,5,Senior Developer,Yes
18246,Female,Married,Graduate,4,3,7,79776,3,-1,Consultancy,3,7,0,4,3,2,18,8,14,4,3,VP,No
18247,Male,Married,Post-Graduate,2,5,9,89372,3,0,Training,3,3,4,3,4,2,20,6,10,3,5,VP,No
18248,Male,Married,Graduate,3,5,9,58284,2,-2,People Management,3,5,4,1,2,1,15,7,8,1,2,Product Manager,No
18249,Male,Married,Post-Graduate,1,3,8,89820,2,1,DevOps,3,3,0,2,1,4,15,5,12,3,5,VP,No
18250,Male,Single,Graduate,1,5,8,84101,3,1,Sales,3,4,5,2,4,3,15,8,12,2,4,VP,No
18251,Female,Married,Post-Graduate,2,4,7,86808,3,0,Product Management,3,7,5,5,3,2,10,7,9,3,3,Product Owner,No
18252,Female,Single,Graduate,4,4,12,64881,2,0,Training,2,5,4,2,4,1,18,6,9,3,4,Product Manager,Yes
18253,Male,Married,Post-Graduate,3,3,8,85848,2,-1,Sales,3,6,0,5,4,4,19,6,11,4,5,VP,Yes
18254,Male,Married,Post-Graduate,3,4,9,88038,3,0,DevOps,3,6,5,4,5,4,12,4,9,2,5,Product Owner,Yes
18255,Female,Married,Doctorate,2,4,9,79229,2,1,Training,3,6,0,4,1,3,16,4,9,4,1,Product Owner,Yes
18256,Male,Married,Graduate,2,3,9,88140,3,-1,Training,3,6,1,2,4,3,11,3,9,3,1,Product Owner,Yes
18257,Female,Married,Graduate,2,5,14,62826,2,1,People Management,3,1,1,5,1,1,12,4,8,3,3,Senior Developer,Yes
18258,Male,Married,Graduate,1,4,6,79102,3,-1,Training,3,7,0,4,1,3,14,4,10,3,2,Product Owner,Yes
18259,Male,Married,Graduate,3,4,8,78633,3,0,Training,3,5,3,4,5,1,19,8,14,4,1,VP,No
18260,Female,Single,Graduate,4,4,8,80996,3,1,DevOps,3,3,4,5,1,1,19,4,9,4,3,Product Owner,Yes
18261,Male,Married,Graduate,1,4,9,77727,3,0,Testing,3,7,4,4,5,4,20,7,11,4,3,Product Owner,Yes
18262,Female,Married,Post-Graduate,2,4,7,78334,2,-1,Development,3,9,6,5,1,1,18,10,12,4,3,VP,No
18263,Male,Married,Post-Graduate,2,3,11,63455,2,1,Product Management,2,4,1,5,4,2,19,5,10,2,4,Product Manager,Yes
18264,Female,Married,Graduate,2,5,10,51708,2,-1,Public Relations,3,2,0,4,5,4,8,5,8,1,2,Product Manager,Yes
18265,Male,Single,Graduate,4,3,8,81580,3,0,Testing,3,7,0,3,4,4,10,7,9,3,4,Product Owner,No
18266,Male,Divorced,Graduate,4,4,8,94931,2,-2,Testing,3,7,4,1,3,4,18,6,11,3,2,Product Owner,No
18267,Female,Married,Graduate,4,3,6,91379,3,-2,HR,3,6,1,5,4,4,16,9,10,3,3,VP,No
18268,Female,Married,Post-Graduate,3,3,8,81671,2,-2,Public Relations,3,6,0,1,4,4,9,5,9,1,1,Product Owner,Yes
18269,Female,Married,Graduate,3,3,8,75641,3,-1,Development,3,4,1,4,3,1,15,9,13,3,1,VP,No
18270,Male,Married,Graduate,3,3,8,79285,3,-2,Testing,3,4,0,5,2,2,9,3,9,1,5,Product Owner,Yes
18271,Female,Married,Post-Graduate,3,4,9,86544,3,1,Training,3,2,2,4,3,1,15,8,9,3,1,Product Owner,Yes
18272,Female,Married,Graduate,1,3,17,56471,2,1,Development,3,2,3,3,1,2,13,4,6,1,2,Senior Developer,Yes
18273,Male,Divorced,Graduate,1,3,6,85201,2,0,Consultancy,3,9,3,5,5,4,18,6,12,2,3,VP,Yes
18274,Male,Married,Graduate,2,3,14,45412,2,-1,Consultancy,2,2,0,1,3,4,15,5,5,2,3,Senior Developer,Yes
18275,Male,Married,Post-Graduate,4,4,17,64834,2,-2,Sales,2,0,0,5,4,1,10,4,6,3,5,Senior Developer,Yes
18276,Female,Married,Post-Graduate,4,4,9,79684,2,-1,Development,3,4,1,4,1,4,15,6,10,4,5,VP,Yes
18277,Male,Married,Post-Graduate,3,4,7,82776,2,-1,DevOps,3,6,4,2,4,3,14,4,11,2,2,Product Owner,No
18278,Male,Married,Post-Graduate,2,4,6,87774,3,-1,Testing,3,5,5,4,4,1,16,8,11,4,4,Product Owner,Yes
18279,Male,Married,Graduate,1,3,9,81127,2,-2,People Management,3,7,5,2,3,4,17,10,14,3,2,VP,Yes
18280,Male,Married,Graduate,2,4,9,93670,3,0,HR,3,7,1,5,3,4,20,6,11,4,4,VP,No
18281,Male,Married,Post-Graduate,3,4,12,59053,2,1,Product Management,3,3,0,2,2,1,11,4,8,4,2,Senior Developer,Yes
18282,Male,Married,Graduate,1,3,6,90070,2,-1,DevOps,3,2,0,3,4,4,18,5,11,2,3,Product Owner,No
18283,Male,Married,Graduate,3,3,9,86760,2,-1,Product Management,3,5,0,4,4,4,15,10,12,3,5,VP,Yes
18284,Male,Married,Doctorate,2,3,12,52546,2,0,Public Relations,3,0,3,3,3,1,15,4,7,3,5,Senior Developer,No
18285,Male,Married,Graduate,1,3,6,75040,3,-2,DevOps,3,7,3,2,3,1,13,5,9,4,3,Product Owner,No
18286,Male,Married,Post-Graduate,2,4,10,52634,2,1,Consultancy,2,5,2,2,1,1,18,5,8,4,3,Product Manager,No
18287,Male,Single,Post-Graduate,3,3,6,88127,3,-2,Consultancy,3,7,5,3,2,1,17,6,10,2,5,Product Owner,Yes
18288,Female,Married,Post-Graduate,3,4,9,75973,2,1,Sales,3,9,4,4,2,1,17,4,11,3,3,VP,Yes
18289,Male,Married,Post-Graduate,1,5,10,52488,2,1,HR,3,5,3,5,2,2,15,6,10,4,3,Product Manager,No
18290,Male,Single,Graduate,4,4,8,91857,2,-2,Public Relations,3,4,1,2,5,4,15,5,10,2,1,VP,Yes
18291,Male,Single,Graduate,3,5,15,51748,2,-2,Product Management,3,0,2,3,5,1,16,5,6,2,2,Senior Developer,Yes
18292,Male,Married,Graduate,4,5,11,49637,2,1,Development,2,5,3,2,5,2,9,4,8,4,2,Product Manager,No
18293,Male,Single,Graduate,2,3,8,76922,2,0,HR,3,7,3,1,1,1,15,7,10,3,2,VP,Yes
18294,Male,Married,Post-Graduate,2,4,12,49965,2,-2,HR,3,0,0,5,4,1,9,5,7,2,3,Senior Developer,Yes
18295,Male,Single,Graduate,3,3,7,92279,2,-2,HR,3,8,6,1,5,1,19,8,13,4,1,VP,Yes
18296,Female,Married,Graduate,1,4,8,87212,2,-2,Consultancy,3,7,3,1,4,1,15,3,9,4,4,Product Owner,Yes
18297,Female,Married,Post-Graduate,2,4,13,49348,2,0,People Management,3,2,1,4,5,1,11,4,8,1,3,Senior Developer,Yes
18298,Male,Married,Post-Graduate,2,3,14,49068,2,1,Testing,3,1,0,3,5,2,10,5,8,4,1,Senior Developer,Yes
18299,Male,Married,Post-Graduate,3,4,11,52858,2,-1,Testing,2,3,1,4,4,1,11,6,8,2,1,Product Manager,No
18300,Male,Married,Post-Graduate,4,3,7,84036,2,1,People Management,3,8,3,1,4,4,19,7,13,2,3,VP,Yes
18301,Male,Married,Graduate,4,5,6,91501,2,0,Development,3,5,1,1,2,1,11,4,10,2,2,Product Owner,No
18302,Female,Married,Graduate,1,3,13,52943,2,0,Consultancy,2,1,3,2,2,3,10,5,5,1,3,Senior Developer,Yes
18303,Female,Married,Graduate,4,5,8,85593,2,-2,Training,3,6,2,1,3,3,17,3,10,3,5,VP,Yes
18304,Male,Married,Post-Graduate,2,4,14,60485,2,-2,Testing,3,1,1,4,5,2,18,4,7,1,2,Senior Developer,Yes
18305,Male,Married,Graduate,3,4,8,76837,2,-1,DevOps,3,7,5,4,4,4,20,6,12,2,2,VP,Yes
18306,Male,Married,Graduate,2,4,6,75649,3,-1,Testing,3,8,1,2,3,4,18,9,13,4,5,VP,Yes
18307,Female,Married,Graduate,2,5,9,85884,2,0,People Management,3,3,3,2,5,1,14,5,10,3,2,Product Owner,No
18308,Male,Married,Post-Graduate,2,4,17,64615,2,1,DevOps,3,0,3,1,4,2,15,3,7,2,1,Senior Developer,Yes
18309,Male,Married,Doctorate,4,4,15,54259,2,0,Testing,2,2,0,5,4,1,19,4,7,1,5,Senior Developer,Yes
18310,Male,Married,Graduate,1,3,9,90673,3,0,DevOps,3,5,3,1,2,3,10,5,9,2,4,Product Owner,Yes
18311,Male,Single,Graduate,1,3,6,87953,2,0,Sales,3,7,1,1,5,2,12,8,10,3,5,Product Owner,Yes
18312,Male,Married,Graduate,4,5,15,57449,2,1,Consultancy,2,2,3,2,4,1,10,3,7,2,3,Senior Developer,Yes
18313,Female,Married,Post-Graduate,2,3,8,51437,2,-1,People Management,3,7,0,4,3,4,20,7,8,4,4,Product Manager,Yes
18314,Male,Single,Post-Graduate,2,3,7,87158,3,1,Development,3,2,4,4,1,2,17,4,10,2,1,Product Owner,No
18315,Female,Married,Graduate,4,5,8,91722,2,-2,HR,3,5,3,3,3,4,17,7,12,2,3,VP,Yes
18316,Male,Married,Graduate,3,3,15,64673,2,0,Testing,3,1,0,1,5,4,18,4,6,3,2,Senior Developer,No
18317,Female,Married,Doctorate,2,4,14,48571,2,-1,Consultancy,3,0,1,5,4,1,10,5,6,1,2,Senior Developer,No
18318,Male,Divorced,Graduate,4,4,15,50062,2,1,People Management,3,2,1,2,1,3,16,3,5,3,4,Senior Developer,No
18319,Male,Married,Graduate,4,4,6,93551,3,-1,Product Management,3,4,5,5,2,2,8,4,8,1,2,Product Owner,Yes
18320,Female,Single,Post-Graduate,2,5,9,56636,2,-2,Consultancy,2,4,4,2,4,2,20,4,9,2,4,Product Manager,Yes
18321,Female,Divorced,Post-Graduate,2,4,16,51678,2,0,HR,2,1,0,2,1,3,16,3,8,4,3,Senior Developer,Yes
18322,Female,Married,Post-Graduate,3,4,12,59976,2,-2,HR,2,3,1,5,1,3,9,3,8,2,4,Product Manager,No
18323,Female,Married,Post-Graduate,3,4,9,80526,2,0,Product Management,3,6,4,4,2,2,11,6,9,4,5,Product Owner,No
18324,Female,Married,Graduate,1,5,11,54329,2,-1,Testing,2,2,2,3,2,4,16,7,8,2,3,Product Manager,No
18325,Female,Married,Graduate,2,5,18,57471,2,-1,Development,2,1,0,4,4,1,17,4,5,3,1,Senior Developer,No
18326,Female,Married,Graduate,2,4,16,55243,2,1,Product Management,3,2,3,2,2,2,14,4,7,2,2,Senior Developer,Yes
18327,Male,Married,Graduate,2,4,11,49972,2,-2,Sales,3,5,0,4,5,1,15,7,9,2,2,Product Manager,No
18328,Female,Married,Graduate,4,3,9,79687,2,1,HR,3,8,0,2,2,4,17,9,10,2,1,VP,Yes
18329,Female,Married,Graduate,1,4,7,78470,3,-2,Development,3,7,0,2,2,1,10,8,9,4,1,Product Owner,No
18330,Female,Married,Graduate,3,3,9,50022,2,-2,Testing,3,5,3,4,4,2,16,6,8,1,4,Product Manager,Yes
18331,Male,Married,Graduate,3,4,8,93383,3,1,Sales,3,6,2,5,5,4,19,7,12,2,3,VP,No
18332,Male,Married,Doctorate,4,3,9,45287,2,-1,DevOps,3,3,4,5,3,4,20,7,9,1,4,Product Manager,No
18333,Female,Divorced,Doctorate,3,4,7,83623,2,-2,DevOps,3,9,1,5,5,2,19,7,10,4,5,VP,Yes
18334,Male,Single,Graduate,1,4,15,46624,2,-2,DevOps,3,1,2,5,2,2,10,4,8,3,4,Senior Developer,Yes
18335,Female,Married,Post-Graduate,4,4,12,49833,2,-1,Product Management,3,3,0,4,4,4,20,4,8,1,3,Product Manager,Yes
18336,Female,Single,Graduate,3,3,10,56959,2,1,Testing,2,6,3,3,4,4,20,4,9,4,4,Product Manager,No
18337,Male,Single,Graduate,1,3,9,60443,2,0,Training,3,6,0,2,3,4,13,6,9,2,3,Product Manager,Yes
18338,Female,Married,Graduate,1,5,10,59501,2,1,HR,2,7,2,5,5,2,14,5,8,4,5,Product Manager,No
18339,Male,Married,Graduate,1,3,6,89895,2,-1,Consultancy,3,7,0,5,5,2,9,6,9,1,4,Product Owner,Yes
18340,Male,Married,Post-Graduate,1,3,9,87631,3,-1,HR,3,5,3,4,5,3,20,9,10,2,3,VP,Yes
18341,Female,Divorced,Graduate,2,3,6,78129,2,-1,Product Management,3,3,2,5,1,1,17,9,12,3,2,VP,Yes
18342,Male,Married,Graduate,4,3,8,76699,2,-1,Consultancy,3,9,5,5,3,4,18,8,12,2,1,VP,No
18343,Female,Married,Graduate,3,3,6,89246,2,-1,HR,3,4,4,4,3,3,18,6,13,4,5,VP,No
18344,Female,Married,Doctorate,1,4,12,56204,2,0,Sales,2,3,2,3,2,3,15,5,10,1,4,Product Manager,No
18345,Female,Married,Post-Graduate,3,3,13,59299,2,0,Development,2,0,3,4,3,4,9,5,7,3,2,Senior Developer,No
18346,Male,Married,Post-Graduate,4,4,7,89624,3,-2,Product Management,3,3,2,2,3,1,9,5,9,1,5,Product Owner,Yes
18347,Female,Single,Post-Graduate,2,5,11,58564,2,-1,Public Relations,3,2,2,1,2,3,17,4,10,3,2,Product Manager,Yes
18348,Male,Divorced,Post-Graduate,3,3,8,89725,3,-1,Development,3,5,2,4,1,4,15,8,10,3,5,VP,Yes
18349,Male,Married,Post-Graduate,3,4,8,87136,2,-1,Testing,3,4,6,2,2,3,18,10,12,3,1,VP,No
18350,Male,Married,Post-Graduate,1,4,14,59952,2,-2,DevOps,2,0,0,1,1,2,15,4,7,3,3,Senior Developer,No
18351,Female,Married,Graduate,3,4,14,53308,2,1,Consultancy,2,2,1,4,2,2,12,3,8,3,3,Senior Developer,Yes
18352,Male,Married,Graduate,1,4,10,64205,2,-1,Consultancy,3,7,2,1,3,2,17,7,10,3,4,Product Manager,No
18353,Female,Married,Post-Graduate,3,5,8,62705,2,-1,Sales,2,4,0,4,4,1,8,3,8,1,1,Product Manager,No
18354,Female,Married,Graduate,1,3,8,88989,2,-2,People Management,3,5,5,1,2,1,12,8,9,3,2,Product Owner,Yes
18355,Male,Married,Graduate,1,4,8,49275,2,-1,Consultancy,2,4,2,4,5,3,12,3,9,4,3,Product Manager,No
18356,Male,Married,Doctorate,3,4,15,54304,2,1,Training,3,2,0,2,1,2,9,3,6,4,5,Senior Developer,No
18357,Male,Married,Post-Graduate,4,5,11,51512,2,-2,Development,2,7,4,3,3,2,13,7,8,2,5,Product Manager,Yes
18358,Male,Married,Graduate,1,3,17,61355,2,1,People Management,2,0,2,5,5,4,19,3,5,2,5,Senior Developer,Yes
18359,Female,Married,Post-Graduate,2,4,9,81142,3,-1,Sales,3,5,3,5,4,1,20,5,9,4,4,Product Owner,Yes
18360,Female,Married,Doctorate,2,4,10,54146,2,-1,Product Management,3,5,0,1,5,3,18,5,8,1,4,Product Manager,Yes
18361,Male,Married,Graduate,3,4,9,49080,2,-2,HR,3,2,3,3,2,4,9,7,8,1,4,Product Manager,Yes
18362,Male,Divorced,Post-Graduate,1,4,17,55094,2,0,Development,2,1,2,3,4,1,15,3,7,3,5,Senior Developer,No
18363,Male,Married,Graduate,2,3,16,54291,2,0,Development,3,1,3,5,4,1,20,4,5,2,5,Senior Developer,No
18364,Female,Single,Post-Graduate,4,3,8,64781,2,1,Training,2,6,2,1,2,4,20,7,8,1,3,Product Manager,Yes
18365,Female,Married,Graduate,3,4,11,50179,2,1,DevOps,2,3,0,1,5,4,17,4,8,1,4,Product Manager,Yes
18366,Female,Married,Graduate,3,5,9,81251,3,-1,Training,3,3,3,3,2,4,19,7,14,4,3,VP,No
18367,Male,Married,Post-Graduate,3,4,6,88379,3,0,People Management,3,3,6,1,2,4,19,9,14,4,3,VP,No
18368,Male,Married,Post-Graduate,1,4,6,78622,2,-1,Development,3,4,4,2,5,2,11,3,10,4,5,Product Owner,Yes
18369,Male,Married,Post-Graduate,1,3,8,56744,2,0,HR,3,7,4,3,1,2,9,5,8,3,1,Product Manager,No
18370,Female,Divorced,Graduate,4,5,8,48235,2,1,Sales,3,5,2,5,2,1,8,3,8,1,1,Product Manager,Yes
18371,Male,Married,Post-Graduate,2,3,8,93135,3,-1,People Management,3,6,3,2,4,1,12,8,10,2,2,Product Owner,Yes
18372,Female,Married,Post-Graduate,1,5,7,87280,2,-1,Consultancy,3,4,5,5,5,2,17,7,14,3,5,VP,Yes
18373,Male,Married,Graduate,3,4,12,55627,2,-1,Training,2,5,1,4,3,4,13,6,10,1,1,Product Manager,No
18374,Female,Divorced,Post-Graduate,1,3,9,81137,3,1,Training,3,3,3,3,4,4,18,8,12,2,3,VP,Yes
18375,Male,Married,Post-Graduate,4,3,16,56042,2,0,Sales,3,0,0,1,1,4,16,5,7,3,2,Senior Developer,Yes
18376,Male,Married,Graduate,2,3,8,45020,2,-2,Public Relations,3,7,1,1,2,2,9,7,8,1,2,Product Manager,No
18377,Male,Married,Graduate,4,5,7,93682,3,1,Development,3,8,0,5,4,2,15,4,14,4,3,VP,Yes
18378,Male,Married,Doctorate,2,3,10,57961,2,0,Testing,3,2,2,5,1,2,16,6,10,3,4,Product Manager,No
18379,Male,Married,Post-Graduate,2,3,18,57806,2,1,Consultancy,3,0,3,1,4,4,9,3,8,3,2,Senior Developer,No
18380,Male,Married,Post-Graduate,3,3,9,81030,3,1,HR,3,5,6,4,4,1,19,4,12,4,5,VP,No
18381,Male,Married,Graduate,2,5,7,94839,2,0,Training,3,3,1,2,5,1,18,7,10,2,3,Product Owner,No
18382,Female,Married,Graduate,1,4,7,75933,2,1,Sales,3,3,1,4,2,4,13,6,10,4,5,Product Owner,No
18383,Female,Married,Graduate,3,4,12,46677,2,-2,Product Management,3,4,2,4,4,1,19,6,10,1,2,Product Manager,Yes
18384,Male,Divorced,Graduate,4,3,6,82558,2,0,Sales,3,6,5,3,2,4,16,7,11,2,4,Product Owner,Yes
18385,Male,Married,Post-Graduate,4,5,9,89938,3,1,Product Management,3,5,6,2,1,4,15,7,10,3,4,VP,Yes
18386,Male,Married,Post-Graduate,4,5,9,84520,3,1,People Management,3,7,6,1,2,4,18,7,11,3,1,VP,No
18387,Male,Married,Graduate,4,4,8,78569,3,-2,Consultancy,3,5,6,4,3,4,17,9,13,2,1,VP,Yes
18388,Female,Married,Post-Graduate,3,3,8,93887,3,-1,People Management,3,5,5,4,5,2,20,5,11,2,5,VP,No
18389,Male,Divorced,Graduate,4,5,7,88610,2,-1,Development,3,4,4,4,4,4,11,4,9,3,3,Product Owner,No
18390,Male,Married,Graduate,2,3,6,89034,3,1,Public Relations,3,7,0,5,5,1,20,3,10,3,4,Product Owner,Yes
18391,Male,Married,Post-Graduate,1,3,17,45426,2,-1,Training,3,0,0,5,4,1,20,4,7,2,5,Senior Developer,No
18392,Male,Married,Post-Graduate,4,3,15,57829,2,0,DevOps,2,0,2,2,5,2,15,4,8,4,2,Senior Developer,No
18393,Male,Single,Graduate,2,3,9,90268,3,-2,Consultancy,3,6,4,4,2,2,19,6,9,3,1,Product Owner,Yes
18394,Male,Married,Graduate,4,3,7,82094,3,0,Consultancy,3,9,6,5,4,1,18,7,12,4,4,VP,No
18395,Female,Married,Doctorate,3,5,6,93876,3,1,Public Relations,3,2,1,3,5,3,9,7,9,1,3,Product Owner,Yes
18396,Male,Married,Graduate,1,3,15,45621,2,-2,Public Relations,2,0,1,1,2,4,17,4,8,1,2,Senior Developer,Yes
18397,Female,Married,Doctorate,2,5,7,78757,3,-2,Training,3,3,5,4,2,3,9,3,9,1,5,Product Owner,No
18398,Female,Married,Graduate,3,5,17,62029,2,1,Consultancy,3,3,3,1,4,2,11,3,5,2,2,Senior Developer,Yes
18399,Female,Married,Graduate,4,3,10,64772,2,1,Public Relations,2,5,4,4,4,2,11,6,9,1,3,Product Manager,Yes
18400,Male,Married,Post-Graduate,3,3,6,93612,3,1,Public Relations,3,3,3,2,1,1,11,4,9,4,3,Product Owner,No
18401,Female,Married,Post-Graduate,3,4,9,57076,2,1,DevOps,3,7,5,1,3,2,19,4,9,1,1,Product Manager,Yes
18402,Male,Married,Post-Graduate,2,5,17,63004,2,-2,Sales,3,1,3,5,5,4,20,4,6,1,5,Senior Developer,No
18403,Female,Married,Graduate,2,3,13,50746,2,-2,Development,2,0,3,3,5,4,19,3,7,4,4,Senior Developer,No
18404,Female,Married,Graduate,3,4,8,75084,3,-2,People Management,3,2,5,2,1,1,9,8,9,1,1,Product Owner,Yes
18405,Male,Married,Post-Graduate,3,5,12,56230,2,-1,HR,3,2,2,5,4,4,13,5,8,4,1,Product Manager,Yes
18406,Male,Married,Post-Graduate,4,3,11,62367,2,-2,Public Relations,2,4,4,2,3,1,14,7,10,3,4,Product Manager,Yes
18407,Male,Married,Post-Graduate,1,3,8,90625,2,1,Sales,3,2,3,5,1,4,10,7,9,3,1,Product Owner,No
18408,Male,Married,Graduate,4,5,17,63613,2,1,Testing,3,0,3,3,2,2,10,4,6,1,2,Senior Developer,Yes
18409,Male,Married,Graduate,1,3,8,47597,2,0,Consultancy,3,6,1,5,5,1,10,5,8,4,4,Product Manager,No
18410,Female,Married,Graduate,3,4,12,53302,2,0,DevOps,2,5,0,5,1,3,18,6,10,3,5,Product Manager,Yes
18411,Female,Married,Graduate,4,5,7,85754,2,0,Sales,3,5,0,1,5,1,11,7,9,2,3,Product Owner,No
18412,Male,Married,Graduate,2,5,15,52057,2,0,Product Management,3,0,2,3,5,1,13,4,7,2,2,Senior Developer,Yes
18413,Male,Married,Graduate,2,4,9,90958,2,-1,People Management,3,2,1,5,4,4,15,6,9,4,2,Product Owner,Yes
18414,Male,Married,Graduate,2,5,12,59296,2,1,HR,3,0,0,2,4,4,19,3,7,3,2,Senior Developer,Yes
18415,Male,Single,Graduate,2,5,9,92994,3,1,Public Relations,3,5,0,2,4,4,16,6,10,3,3,VP,Yes
18416,Female,Married,Post-Graduate,4,4,11,59656,2,1,Testing,3,4,3,2,3,1,8,4,8,1,4,Product Manager,Yes
18417,Female,Single,Post-Graduate,4,4,11,45020,2,-2,Product Management,2,6,4,1,4,1,11,5,8,2,3,Product Manager,Yes
18418,Female,Married,Post-Graduate,1,5,8,85723,3,0,Training,3,6,3,4,1,4,11,4,9,2,3,Product Owner,No
18419,Female,Married,Graduate,2,4,18,62148,2,-1,HR,3,0,3,3,4,1,11,3,5,3,2,Senior Developer,Yes
18420,Male,Single,Post-Graduate,4,3,6,80213,2,1,Public Relations,3,4,3,4,4,4,18,4,14,3,2,VP,No
18421,Female,Married,Graduate,2,5,7,81206,3,-1,HR,3,3,6,5,3,1,17,5,12,3,3,VP,No
18422,Male,Married,Post-Graduate,3,5,7,84118,3,0,HR,3,4,5,5,2,4,16,7,12,3,3,VP,No
18423,Male,Married,Post-Graduate,4,5,6,90507,3,0,Development,3,6,2,5,5,4,20,8,9,4,3,Product Owner,Yes
18424,Female,Married,Graduate,1,4,9,93758,3,0,HR,3,7,2,5,4,1,20,8,9,2,4,Product Owner,No
18425,Male,Married,Graduate,1,5,8,80752,2,-2,People Management,3,7,3,4,1,1,8,6,8,1,1,Product Owner,Yes
18426,Female,Married,Graduate,1,4,7,87269,3,-1,Product Management,3,7,2,4,4,1,19,5,9,3,5,Product Owner,Yes
18427,Female,Married,Post-Graduate,4,4,7,93204,3,-1,People Management,3,5,0,2,5,1,19,9,11,3,3,VP,No
18428,Male,Married,Post-Graduate,4,4,16,58600,2,0,Sales,3,0,1,1,2,3,9,4,5,1,4,Senior Developer,Yes
