ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
9049,Male,Married,Post-Graduate,3,5,14,80705,2,1,Development,2,5,4,3,4,3,9,2,6,2,5,Senior Consultant,Yes
9050,Male,Married,Post-Graduate,2,4,18,55284,1,-2,Development,1,1,0,3,1,4,8,2,2,3,4,Consultant,No
9051,Male,Married,Graduate,2,3,12,54433,1,-2,Product Management,1,0,0,3,2,4,9,0,0,1,4,Consultant,No
9052,Female,Married,Graduate,1,3,17,51814,1,0,Training,1,1,2,4,5,4,8,3,4,0,4,Developer,Yes
9053,Male,Divorced,Post-Graduate,2,3,12,64761,2,-1,Consultancy,2,5,0,5,3,1,9,4,6,3,3,Senior Developer,No
9054,Female,Married,Graduate,4,3,13,63433,2,-2,DevOps,2,1,1,1,5,4,9,2,3,4,2,Senior Developer,No
9055,Female,Married,Graduate,4,4,12,82771,2,1,Sales,2,0,0,5,4,3,9,0,0,2,4,Senior Consultant,Yes
9056,Female,Married,Graduate,1,5,12,56016,2,1,Training,1,0,0,4,4,1,8,0,0,3,3,Developer,Yes
9057,Male,Married,Graduate,1,5,13,53310,1,0,Sales,1,3,2,1,1,3,7,3,3,1,2,Consultant,No
9058,Female,Married,Post-Graduate,1,4,14,53545,1,1,Testing,1,0,0,3,5,1,5,1,1,3,3,Consultant,Yes
9059,Female,Married,Graduate,2,4,13,45833,2,1,Testing,1,1,1,4,4,2,7,3,3,1,5,Developer,Yes
9060,Female,Married,Post-Graduate,2,5,13,54430,2,1,Testing,1,2,2,5,3,3,8,3,3,0,3,Developer,No
9061,Male,Single,Graduate,4,4,14,48962,2,-2,Consultancy,1,0,0,5,4,3,8,3,5,4,1,Developer,Yes
9062,Male,Married,Post-Graduate,3,3,10,72302,2,-1,Sales,2,4,2,1,4,1,12,3,7,4,4,Senior Consultant,Yes
9063,Male,Married,Graduate,3,5,17,45266,1,0,HR,1,1,2,4,2,3,9,2,2,2,3,Consultant,No
9064,Female,Married,Graduate,2,4,11,55498,2,1,Training,2,4,4,5,4,2,9,4,5,3,4,Senior Developer,Yes
9065,Male,Single,Post-Graduate,4,5,11,80470,2,-2,Sales,2,1,3,3,4,3,11,2,4,2,2,Senior Consultant,Yes
9066,Male,Single,Graduate,2,3,16,45389,1,-1,People Management,1,1,0,4,3,1,8,2,2,3,3,Consultant,Yes
9067,Female,Married,Graduate,4,3,12,66027,2,1,Development,2,3,0,3,4,4,10,4,7,3,3,Senior Consultant,No
9068,Female,Married,Post-Graduate,2,3,14,57700,1,1,Public Relations,1,0,0,3,2,2,9,2,2,4,1,Developer,No
9069,Male,Married,Post-Graduate,2,3,12,61728,2,-1,People Management,2,1,0,4,4,1,9,2,3,4,4,Senior Developer,No
9070,Male,Single,Graduate,4,4,11,56360,2,1,Testing,2,1,0,3,4,1,12,1,1,1,3,Senior Consultant,Yes
9071,Female,Married,Graduate,2,4,17,52764,2,-2,People Management,1,2,1,5,4,4,6,3,4,1,4,Consultant,Yes
9072,Female,Single,Graduate,2,4,13,57835,2,0,Training,1,2,2,1,5,4,7,3,6,1,5,Consultant,No
9073,Female,Married,Post-Graduate,2,5,11,76218,2,-1,HR,2,3,4,4,4,2,9,2,7,2,1,Senior Consultant,Yes
9074,Female,Married,Post-Graduate,2,4,14,49109,1,-2,Testing,1,3,2,3,3,3,8,3,6,1,1,Developer,Yes
9075,Male,Married,Post-Graduate,1,4,16,50452,2,0,People Management,1,0,1,4,1,4,6,3,4,3,2,Consultant,No
9076,Female,Single,Graduate,1,3,10,59903,2,1,HR,2,0,0,2,3,2,8,0,0,2,1,Senior Consultant,No
9077,Female,Single,Post-Graduate,4,4,12,59527,1,-1,Training,1,1,2,4,4,3,8,2,2,3,3,Developer,Yes
9078,Male,Married,Graduate,1,3,13,78784,2,-1,HR,2,0,0,3,4,3,8,4,6,4,3,Senior Consultant,Yes
9079,Female,Married,Graduate,1,3,13,57221,1,1,Development,1,3,0,3,4,2,7,5,5,2,1,Consultant,No
9080,Male,Divorced,Post-Graduate,4,3,12,68781,2,0,DevOps,2,0,0,3,3,4,8,0,0,1,4,Senior Developer,No
9081,Male,Married,Post-Graduate,3,4,12,46331,2,-2,Sales,1,2,0,3,3,2,8,2,2,4,1,Developer,No
9082,Male,Married,Post-Graduate,4,3,16,58462,1,-1,Product Management,1,1,1,4,3,2,9,2,2,0,2,Developer,Yes
9083,Female,Married,Graduate,1,4,11,79143,2,1,Testing,2,3,4,4,2,4,10,4,5,2,2,Senior Consultant,Yes
9084,Female,Married,Graduate,3,3,15,49194,2,0,People Management,1,2,2,5,4,2,5,3,4,3,4,Developer,Yes
9085,Female,Married,Post-Graduate,4,3,14,79651,2,1,Development,2,1,5,4,4,2,9,2,8,2,3,Senior Consultant,Yes
9086,Male,Married,Post-Graduate,1,4,15,58437,2,1,HR,1,0,0,3,3,4,8,0,0,0,4,Consultant,No
9087,Female,Married,Post-Graduate,1,3,17,57611,1,-2,Testing,1,1,0,4,1,1,7,3,4,2,4,Consultant,Yes
9088,Female,Married,Graduate,1,3,18,51567,2,-2,Product Management,1,2,2,4,3,1,5,4,4,3,1,Consultant,Yes
9089,Female,Married,Post-Graduate,1,5,16,50204,2,1,Testing,1,2,0,3,4,4,7,3,3,4,4,Consultant,No
9090,Male,Single,Post-Graduate,1,4,12,67898,2,-1,Sales,2,0,3,4,4,2,9,3,5,4,1,Senior Developer,Yes
9091,Male,Single,Post-Graduate,4,5,12,72623,2,-1,Consultancy,2,0,0,4,4,1,10,0,0,2,3,Senior Consultant,No
9092,Female,Divorced,Graduate,2,4,15,47976,2,0,HR,1,0,0,3,4,3,9,0,0,1,3,Developer,No
9093,Male,Single,Post-Graduate,3,5,13,82156,2,1,Public Relations,2,0,0,1,1,1,9,1,1,2,1,Senior Consultant,No
9094,Female,Married,Graduate,4,5,17,52139,1,-1,People Management,1,0,2,4,4,2,5,2,2,0,5,Developer,Yes
9095,Male,Married,Graduate,4,3,14,55758,1,-2,Training,1,0,0,4,5,1,5,1,1,4,3,Developer,No
9096,Male,Married,Graduate,4,5,15,52627,2,-1,DevOps,1,0,0,5,2,2,8,1,1,3,5,Developer,Yes
9097,Female,Married,Post-Graduate,1,2,13,50613,2,-1,Testing,1,0,0,5,1,3,7,3,3,3,1,Developer,Yes
9098,Male,Married,Post-Graduate,2,4,13,49839,1,-2,Sales,1,1,2,4,4,4,6,3,4,0,1,Developer,No
9099,Male,Single,Post-Graduate,2,3,13,66593,2,-2,Consultancy,2,1,4,3,5,2,9,2,5,1,4,Senior Developer,Yes
9100,Female,Married,Graduate,1,4,16,59830,1,-2,Training,1,0,1,5,4,3,7,2,2,0,2,Developer,Yes
9101,Female,Married,Graduate,1,2,13,50194,2,0,Product Management,1,2,1,4,4,1,8,5,5,2,1,Consultant,Yes
9102,Male,Single,Post-Graduate,3,3,10,67988,2,1,People Management,2,2,2,4,1,4,11,2,5,2,3,Senior Consultant,Yes
9103,Male,Single,Graduate,1,5,16,47197,1,-2,Training,1,2,0,4,3,2,9,3,5,3,1,Consultant,Yes
9104,Female,Married,Graduate,1,4,11,55063,2,0,Public Relations,2,0,0,1,3,1,8,0,0,4,3,Senior Developer,Yes
9105,Female,Married,Post-Graduate,1,4,15,55360,1,-1,DevOps,1,3,0,3,4,2,6,3,4,1,4,Developer,Yes
9106,Female,Married,Graduate,1,4,10,63864,2,0,Sales,2,3,4,3,3,3,9,2,5,4,3,Senior Consultant,Yes
9107,Male,Single,Graduate,2,4,12,76700,2,1,Testing,2,1,2,4,1,3,12,3,3,4,3,Senior Developer,No
9108,Male,Married,Post-Graduate,2,4,13,82531,2,-2,Sales,2,0,2,4,2,2,12,2,2,3,5,Senior Consultant,Yes
9109,Female,Married,Graduate,2,4,12,50384,2,-2,Testing,1,2,2,5,4,3,6,3,4,2,1,Developer,Yes
9110,Female,Married,Graduate,3,4,11,72727,2,-2,Development,2,1,1,4,1,3,11,3,4,1,2,Senior Developer,Yes
9111,Male,Married,Graduate,2,3,11,77308,2,1,Testing,2,0,0,4,2,1,10,1,1,4,4,Senior Developer,No
9112,Female,Divorced,Graduate,2,5,13,49749,1,-1,Public Relations,1,0,0,3,3,2,6,1,1,3,4,Consultant,Yes
9113,Female,Married,Graduate,4,3,12,57313,2,0,Product Management,2,3,2,1,1,3,11,2,3,1,1,Senior Developer,No
9114,Male,Single,Graduate,2,4,14,69849,2,-2,People Management,2,2,0,3,1,3,10,2,3,2,3,Senior Developer,Yes
9115,Female,Married,Graduate,4,5,11,83691,2,0,Testing,2,2,0,5,2,3,12,2,2,2,2,Senior Developer,Yes
9116,Male,Married,Graduate,4,3,11,79359,2,-2,Consultancy,2,3,4,4,4,3,10,2,8,1,5,Senior Developer,Yes
9117,Female,Married,Post-Graduate,2,5,13,71135,2,-1,Testing,2,0,0,3,4,2,10,1,1,4,1,Senior Developer,Yes
9118,Male,Married,Graduate,2,4,10,80831,2,0,Public Relations,2,2,1,4,1,1,9,2,5,3,3,Senior Consultant,No
9119,Male,Divorced,Post-Graduate,1,4,12,84509,2,-1,Consultancy,2,0,0,3,1,2,8,0,0,4,5,Senior Consultant,No
9120,Female,Married,Post-Graduate,2,4,15,56656,2,-1,Sales,1,0,0,4,1,2,7,1,1,0,5,Consultant,Yes
9121,Female,Married,Graduate,2,4,16,47213,2,-1,Testing,1,3,0,4,3,3,9,3,3,4,3,Consultant,Yes
9122,Female,Married,Graduate,2,4,11,61430,2,0,Training,2,4,5,3,3,1,9,4,6,1,3,Senior Consultant,Yes
9123,Female,Married,Graduate,2,5,13,67980,2,1,Consultancy,2,5,3,3,1,2,8,2,6,3,3,Senior Consultant,Yes
9124,Male,Married,Post-Graduate,2,5,13,49858,1,-2,DevOps,1,2,2,4,4,3,8,3,6,3,4,Developer,Yes
9125,Female,Married,Graduate,2,4,13,59511,1,0,Training,1,3,0,5,1,2,8,4,5,2,4,Developer,Yes
9126,Male,Single,Graduate,2,5,13,83710,2,-2,Product Management,2,3,2,4,3,1,8,2,5,2,3,Senior Consultant,Yes
9127,Female,Married,Graduate,3,3,12,50689,1,1,People Management,1,0,0,5,3,3,8,0,0,0,4,Consultant,Yes
9128,Female,Married,Post-Graduate,4,3,13,64187,2,1,Testing,2,0,4,2,1,2,12,4,4,1,4,Senior Developer,No
9129,Female,Married,Post-Graduate,4,4,12,54310,2,1,Development,1,0,1,5,5,1,5,2,2,2,3,Consultant,Yes
9130,Female,Married,Graduate,2,5,12,69926,2,1,Product Management,2,5,3,4,4,4,11,3,7,4,1,Senior Consultant,Yes
9131,Female,Single,Post-Graduate,4,3,12,56102,1,-1,Product Management,1,0,0,3,2,2,9,3,4,0,5,Consultant,No
9132,Male,Single,Graduate,4,4,14,58102,1,1,People Management,1,2,1,3,4,4,9,3,6,4,2,Developer,Yes
9133,Female,Married,Graduate,4,3,11,71123,2,0,People Management,2,0,0,2,4,3,9,2,3,4,1,Senior Developer,No
9134,Female,Divorced,Graduate,1,5,15,46512,1,-2,Sales,1,0,0,2,4,1,7,2,2,1,4,Developer,No
9135,Male,Single,Graduate,3,5,14,66545,2,1,Consultancy,2,1,0,4,4,3,12,1,1,2,3,Senior Consultant,Yes
9136,Male,Married,Graduate,1,5,16,46844,2,-1,Product Management,1,0,2,3,2,4,7,2,2,1,3,Consultant,No
9137,Male,Married,Graduate,1,4,14,84721,2,1,Testing,2,0,0,4,4,4,12,0,0,1,1,Senior Developer,Yes
9138,Female,Single,Graduate,3,4,13,84550,2,0,DevOps,2,0,4,1,4,2,9,4,5,3,3,Senior Consultant,No
9139,Female,Single,Post-Graduate,2,4,16,52661,2,0,Consultancy,1,0,0,3,5,4,5,3,3,1,1,Consultant,No
9140,Female,Married,Post-Graduate,4,3,18,58369,2,-2,DevOps,1,0,0,4,4,2,7,0,0,2,2,Consultant,Yes
9141,Male,Single,Graduate,1,3,13,60584,2,1,HR,2,0,0,3,4,2,10,2,6,3,1,Senior Consultant,Yes
9142,Female,Married,Graduate,1,4,13,58707,2,-2,Public Relations,2,0,1,4,2,1,12,1,1,2,1,Senior Developer,Yes
9143,Male,Married,Graduate,2,5,13,51266,2,0,HR,1,0,1,3,4,3,5,3,3,4,1,Developer,Yes
9144,Male,Married,Graduate,2,4,13,70290,2,0,People Management,2,0,0,4,3,3,11,0,0,4,4,Senior Consultant,Yes
9145,Female,Married,Graduate,2,4,14,52112,2,0,Training,1,1,0,4,4,3,8,2,2,2,3,Developer,Yes
9146,Male,Divorced,Post-Graduate,4,4,10,69873,2,-2,Testing,2,5,4,4,1,3,11,3,6,1,4,Senior Consultant,No
9147,Female,Divorced,Graduate,2,4,18,53203,1,-1,Testing,1,0,0,5,1,2,6,1,1,3,3,Developer,No
9148,Female,Married,Graduate,1,3,17,45815,1,-1,Consultancy,1,3,1,4,2,3,8,3,4,3,4,Developer,No
9149,Male,Single,Graduate,4,5,14,61021,2,1,Sales,2,0,5,1,3,1,8,3,5,1,4,Senior Consultant,No
9150,Male,Married,Post-Graduate,4,3,10,77937,2,0,DevOps,2,5,2,1,2,2,10,3,7,3,4,Senior Developer,Yes
9151,Male,Married,Post-Graduate,4,4,14,54853,2,-2,Product Management,1,0,1,4,4,3,8,2,2,4,4,Consultant,No
9152,Female,Married,Graduate,2,3,17,52075,1,-2,Consultancy,1,1,1,1,2,1,7,1,1,4,1,Consultant,No
9153,Female,Married,Post-Graduate,2,5,16,54651,2,-1,Testing,1,0,0,4,2,3,5,1,1,3,4,Developer,Yes
9154,Female,Married,Post-Graduate,1,4,16,54132,2,-2,Training,1,2,0,3,4,1,5,3,3,0,3,Consultant,No
9155,Female,Married,Post-Graduate,2,4,15,59063,1,1,HR,1,2,2,4,2,3,6,3,3,0,4,Developer,Yes
9156,Female,Married,Graduate,2,3,15,59048,1,1,Training,1,1,0,5,3,1,8,4,4,2,4,Developer,Yes
9157,Male,Married,Graduate,2,3,15,57648,1,1,People Management,1,3,2,3,4,2,5,3,3,3,1,Developer,Yes
9158,Female,Married,Graduate,2,5,12,50298,1,-2,People Management,1,1,0,5,2,3,7,1,1,0,3,Consultant,Yes
9159,Male,Married,Post-Graduate,2,4,14,76460,2,0,Public Relations,2,3,2,5,4,3,10,4,6,2,4,Senior Consultant,Yes
9160,Female,Married,Post-Graduate,3,4,13,83161,2,-1,Consultancy,2,1,0,5,2,3,8,2,2,4,4,Senior Consultant,Yes
9161,Male,Married,Graduate,4,4,14,59997,2,1,Consultancy,1,0,1,4,3,3,9,3,4,2,3,Consultant,No
9162,Female,Married,Post-Graduate,1,4,12,51495,1,0,Training,1,1,2,5,1,3,7,4,6,2,3,Consultant,Yes
9163,Male,Married,Graduate,3,5,14,55836,1,-2,Product Management,1,1,2,4,1,4,9,4,5,2,3,Consultant,Yes
9164,Female,Married,Post-Graduate,3,4,18,47779,2,-1,Public Relations,1,2,2,3,3,3,6,2,2,3,4,Developer,Yes
9165,Male,Married,Graduate,1,3,14,57418,2,-1,Development,1,2,0,2,3,2,6,4,4,3,4,Consultant,No
9166,Female,Married,Post-Graduate,2,3,18,53904,2,0,Public Relations,1,2,1,4,1,4,7,2,2,4,1,Consultant,Yes
9167,Female,Married,Graduate,4,4,14,69686,2,1,Testing,2,0,2,4,1,4,12,2,2,1,3,Senior Developer,Yes
9168,Female,Married,Post-Graduate,2,4,12,51882,2,-2,Consultancy,1,0,2,5,4,1,8,2,2,3,3,Consultant,Yes
9169,Female,Single,Graduate,4,3,18,50374,2,-2,Development,1,0,2,5,1,3,9,3,6,0,4,Developer,Yes
9170,Female,Single,Post-Graduate,3,4,12,58173,1,-2,HR,1,0,1,4,3,3,8,1,1,0,3,Developer,Yes
9171,Male,Divorced,Graduate,1,3,13,65726,2,1,People Management,2,4,2,3,1,2,10,2,6,1,3,Senior Developer,No
9172,Male,Married,Post-Graduate,2,5,12,80624,2,-1,Consultancy,2,1,2,5,3,1,11,3,4,3,1,Senior Developer,Yes
9173,Female,Divorced,Graduate,2,3,12,59502,2,-2,Development,1,0,0,5,4,3,9,3,6,3,5,Developer,Yes
9174,Male,Married,Graduate,1,5,15,46769,2,0,Training,1,3,2,4,2,1,5,3,3,0,1,Consultant,No
9175,Female,Married,Graduate,3,2,11,72195,2,-2,Training,2,1,2,3,4,2,10,4,4,1,4,Senior Developer,Yes
9176,Male,Married,Post-Graduate,1,4,14,58267,2,1,Testing,1,0,0,1,1,1,9,0,0,3,2,Developer,No
9177,Female,Married,Post-Graduate,1,3,15,47690,2,-2,DevOps,1,1,2,2,5,3,9,4,6,1,1,Developer,Yes
9178,Male,Married,Post-Graduate,2,3,13,61040,2,-2,People Management,2,0,0,2,3,3,11,2,2,1,4,Senior Developer,Yes
9179,Male,Married,Graduate,2,3,12,55417,2,-1,Consultancy,2,0,0,3,3,2,12,0,0,2,3,Senior Developer,No
9180,Female,Single,Post-Graduate,1,3,14,56666,1,-2,HR,1,3,2,3,3,3,9,3,4,2,2,Consultant,Yes
9181,Female,Divorced,Post-Graduate,1,5,13,56068,2,1,Testing,2,1,1,3,4,2,12,2,2,4,3,Senior Consultant,No
9182,Male,Single,Graduate,2,5,17,58028,2,0,Public Relations,1,3,1,2,5,2,9,3,3,3,1,Developer,Yes
9183,Male,Married,Graduate,1,5,13,83735,2,1,Sales,2,1,0,5,5,1,11,3,3,1,5,Senior Developer,No
9184,Male,Single,Graduate,3,3,11,71154,2,1,Sales,2,4,1,3,5,2,8,4,6,2,1,Senior Developer,No
9185,Male,Married,Post-Graduate,4,5,12,47136,1,-1,DevOps,1,0,1,2,5,1,9,1,1,0,4,Consultant,No
9186,Male,Divorced,Graduate,3,5,10,57750,2,1,DevOps,2,0,0,4,4,2,8,0,0,3,2,Senior Consultant,Yes
9187,Male,Married,Post-Graduate,4,3,14,78449,2,1,DevOps,2,5,3,4,3,3,11,2,5,4,4,Senior Developer,Yes
9188,Female,Married,Graduate,2,2,12,50285,1,-2,Consultancy,1,2,1,5,4,1,9,2,2,1,1,Developer,Yes
9189,Male,Married,Post-Graduate,2,4,15,46450,1,0,Consultancy,1,0,2,3,4,1,7,3,3,0,3,Developer,No
9190,Male,Married,Graduate,2,4,10,71178,2,0,DevOps,2,0,0,3,4,2,9,1,1,4,4,Senior Consultant,No
9191,Female,Married,Post-Graduate,2,3,12,47176,1,0,Testing,1,0,2,3,1,3,5,2,2,2,5,Developer,Yes
9192,Female,Married,Post-Graduate,3,4,10,83821,2,1,People Management,2,3,3,3,3,4,11,2,5,1,1,Senior Consultant,Yes
9193,Female,Married,Post-Graduate,2,4,13,58608,1,1,Training,1,0,0,1,3,1,8,0,0,2,3,Developer,No
9194,Male,Single,Post-Graduate,2,5,13,67295,2,-2,DevOps,2,0,1,4,1,3,9,2,2,3,4,Senior Consultant,No
9195,Female,Married,Post-Graduate,4,3,12,54707,2,-2,Development,1,0,0,5,4,1,5,0,0,1,4,Developer,Yes
9196,Male,Married,Graduate,4,5,13,54057,1,-2,HR,1,0,0,4,4,3,5,0,0,2,4,Developer,Yes
9197,Female,Married,Post-Graduate,3,4,18,49549,2,-1,Consultancy,1,3,1,3,3,2,5,3,3,3,4,Developer,Yes
9198,Male,Single,Post-Graduate,2,5,12,55239,1,0,DevOps,1,1,0,2,1,2,9,3,4,0,3,Consultant,No
9199,Female,Married,Post-Graduate,4,4,18,57746,1,-1,People Management,1,3,0,4,4,2,9,3,6,0,3,Consultant,Yes
9200,Female,Married,Graduate,3,3,14,58257,1,0,Development,1,0,1,4,3,1,7,2,2,0,3,Consultant,Yes
9201,Male,Single,Graduate,2,4,18,58236,2,-1,Testing,1,3,1,4,1,3,6,4,5,1,3,Developer,Yes
9202,Male,Married,Graduate,1,5,15,46853,2,0,Testing,1,0,0,4,1,2,6,4,5,4,4,Consultant,No
9203,Male,Married,Post-Graduate,2,4,12,59933,2,0,Training,1,2,2,4,5,1,9,3,5,3,4,Developer,Yes
9204,Male,Single,Graduate,1,3,14,70839,2,-2,Training,2,0,4,1,4,3,10,3,8,3,2,Senior Developer,No
9205,Male,Married,Graduate,4,4,17,45028,1,-2,Public Relations,1,2,1,3,4,3,7,2,2,0,1,Consultant,Yes
9206,Female,Married,Post-Graduate,2,3,15,51022,2,0,Public Relations,1,0,1,4,3,3,7,3,4,2,1,Consultant,Yes
9207,Female,Married,Post-Graduate,1,4,13,72749,2,-2,Product Management,2,0,0,4,3,4,10,0,0,1,3,Senior Developer,Yes
9208,Female,Married,Post-Graduate,2,5,12,83946,2,-1,Product Management,2,4,2,4,3,1,8,3,4,4,4,Senior Developer,Yes
9209,Male,Married,Post-Graduate,4,4,15,49619,1,1,Sales,1,0,1,3,4,3,7,3,5,0,4,Consultant,No
9210,Female,Single,Post-Graduate,4,4,10,79971,2,0,Sales,2,5,3,5,4,1,11,4,8,3,4,Senior Consultant,Yes
9211,Female,Single,Graduate,4,3,12,56138,2,0,HR,2,0,0,4,1,2,8,2,2,2,1,Senior Developer,Yes
9212,Female,Married,Graduate,4,2,15,58332,1,1,Product Management,1,3,0,4,5,3,9,5,6,2,1,Developer,Yes
9213,Male,Married,Post-Graduate,2,5,18,47680,1,0,Consultancy,1,1,2,4,4,1,6,3,3,2,2,Consultant,Yes
9214,Male,Married,Graduate,3,4,12,45797,1,-1,Consultancy,1,0,1,4,2,2,7,2,2,0,1,Developer,No
9215,Female,Married,Graduate,2,4,17,55722,1,-2,People Management,1,2,1,5,3,2,9,2,2,3,5,Consultant,Yes
9216,Male,Married,Graduate,3,4,12,53862,1,1,Product Management,1,1,1,3,2,1,8,1,1,3,3,Developer,Yes
9217,Male,Single,Post-Graduate,1,3,14,57069,2,-1,People Management,1,1,0,4,3,2,6,1,1,3,5,Consultant,Yes
9218,Female,Married,Graduate,3,3,18,54111,2,-2,Public Relations,1,2,0,5,4,2,9,2,2,0,3,Developer,No
9219,Female,Married,Post-Graduate,1,4,11,64076,2,0,Public Relations,2,1,1,4,1,3,12,2,3,3,3,Senior Consultant,No
9220,Male,Single,Graduate,2,3,12,61923,2,0,Testing,2,2,0,4,3,1,11,3,5,4,4,Senior Consultant,No
9221,Female,Married,Post-Graduate,2,3,14,74153,2,-2,Public Relations,2,0,0,4,1,2,8,0,0,2,1,Senior Consultant,Yes
9222,Female,Single,Graduate,1,4,15,55033,2,-2,Product Management,1,3,1,4,4,1,9,4,4,2,4,Consultant,No
9223,Female,Married,Graduate,2,3,13,54709,2,1,Consultancy,1,1,2,4,4,2,9,6,6,4,3,Developer,Yes
9224,Female,Married,Post-Graduate,4,4,10,81904,2,-1,Development,2,0,0,2,3,1,11,2,3,3,3,Senior Consultant,Yes
9225,Female,Married,Graduate,1,4,12,82785,2,-1,HR,2,0,5,3,3,1,9,2,8,2,3,Senior Developer,Yes
9226,Female,Married,Post-Graduate,3,4,17,55553,2,1,HR,1,0,0,4,1,3,6,1,1,3,1,Developer,Yes
9227,Female,Married,Graduate,2,4,18,54399,2,-1,People Management,1,1,2,4,1,1,8,6,6,0,4,Consultant,No
9228,Female,Married,Graduate,4,5,13,58393,2,-2,HR,1,1,2,4,1,3,9,5,5,4,3,Developer,Yes
9229,Male,Single,Post-Graduate,1,4,18,51391,2,1,HR,1,0,0,3,5,3,6,1,1,4,5,Consultant,No
9230,Male,Married,Post-Graduate,1,4,11,66847,2,-1,Sales,2,4,3,3,4,3,12,2,4,2,3,Senior Consultant,No
9231,Female,Married,Graduate,4,3,14,51360,2,1,DevOps,1,2,0,4,5,3,6,3,4,1,1,Consultant,Yes
9232,Male,Married,Graduate,2,5,10,70008,2,-2,Consultancy,2,1,2,1,5,3,10,3,5,4,2,Senior Consultant,Yes
9233,Male,Married,Post-Graduate,2,3,10,60429,2,-1,People Management,2,0,1,3,3,2,10,1,1,3,5,Senior Consultant,No
9234,Female,Married,Post-Graduate,4,3,14,56816,2,1,Sales,2,0,0,4,4,1,9,0,0,3,4,Senior Developer,Yes
9235,Male,Single,Graduate,1,4,12,59551,1,-1,Public Relations,1,2,2,5,3,3,7,3,3,3,4,Developer,No
9236,Male,Single,Graduate,4,4,17,51605,1,-2,Testing,1,2,1,3,4,4,7,2,2,3,2,Consultant,No
9237,Female,Married,Graduate,4,3,12,53421,1,0,Product Management,1,3,2,5,4,1,9,4,6,0,2,Developer,Yes
9238,Male,Married,Graduate,1,4,14,49159,2,-1,Testing,1,0,0,4,2,2,9,0,0,1,4,Developer,Yes
9239,Male,Married,Graduate,4,5,11,81717,2,0,Sales,2,3,0,3,2,2,8,3,5,2,3,Senior Consultant,No
9240,Male,Single,Graduate,4,3,13,58177,2,1,Development,2,2,1,2,3,3,10,4,4,3,2,Senior Developer,Yes
9241,Male,Married,Graduate,1,5,10,75854,2,1,Development,2,5,1,4,4,2,11,4,7,1,1,Senior Consultant,Yes
9242,Male,Single,Graduate,2,4,17,48360,1,-2,People Management,1,2,2,4,4,1,9,3,6,0,1,Consultant,No
9243,Female,Married,Graduate,4,4,14,65689,2,0,Training,2,1,1,4,1,4,12,2,8,1,4,Senior Consultant,Yes
9244,Female,Single,Post-Graduate,2,4,11,77271,2,1,People Management,2,1,0,3,3,1,8,2,2,1,3,Senior Developer,Yes
9245,Male,Married,Graduate,3,5,13,59540,2,0,People Management,2,2,0,3,2,2,10,2,3,1,1,Senior Consultant,Yes
9246,Male,Married,Post-Graduate,2,3,11,63048,2,-2,DevOps,2,2,3,1,4,1,8,4,6,1,2,Senior Developer,Yes
9247,Female,Single,Graduate,1,3,14,55878,2,1,Consultancy,2,1,3,3,2,4,10,2,3,2,4,Senior Developer,No
9248,Female,Married,Post-Graduate,2,4,17,55845,2,-1,HR,1,2,2,4,3,3,7,4,6,4,3,Consultant,Yes
9249,Male,Single,Graduate,4,4,10,75304,2,-2,Training,2,2,0,5,4,1,8,4,5,4,5,Senior Consultant,Yes
9250,Male,Single,Graduate,1,3,14,54150,2,-2,People Management,1,0,0,4,2,3,9,1,1,0,4,Developer,No
9251,Male,Married,Graduate,1,4,13,45883,2,-1,HR,1,0,1,4,5,4,5,1,1,2,3,Developer,No
9252,Female,Married,Graduate,2,3,12,54133,2,-2,Training,1,0,0,4,1,3,5,0,0,0,3,Developer,No
9253,Female,Married,Post-Graduate,3,4,12,45509,1,-1,Public Relations,1,2,1,5,3,2,9,2,2,1,4,Developer,Yes
9254,Female,Married,Graduate,4,3,12,81241,2,-1,Development,2,0,4,1,1,2,9,4,4,2,1,Senior Consultant,No
9255,Male,Married,Post-Graduate,2,3,10,80996,2,0,Product Management,2,0,0,4,3,4,11,0,0,3,3,Senior Consultant,No
9256,Male,Single,Graduate,3,3,13,64513,2,-1,Product Management,2,0,0,4,3,3,9,1,1,2,1,Senior Developer,Yes
9257,Male,Single,Post-Graduate,2,3,17,47940,1,0,Public Relations,1,2,2,4,4,2,5,3,4,0,3,Developer,No
9258,Male,Married,Graduate,4,3,14,61255,2,-2,Public Relations,2,4,1,5,3,4,9,2,8,4,4,Senior Consultant,Yes
9259,Female,Divorced,Graduate,1,3,14,72174,2,-1,Consultancy,2,0,0,4,4,4,8,1,1,2,4,Senior Consultant,Yes
9260,Female,Married,Graduate,2,4,18,56086,2,1,DevOps,1,0,1,3,4,2,7,5,5,4,1,Consultant,No
9261,Male,Single,Graduate,2,4,10,76573,2,-1,HR,2,2,2,3,4,1,11,3,3,2,1,Senior Developer,No
9262,Female,Married,Post-Graduate,2,4,13,70390,2,-2,HR,2,1,1,4,2,1,9,3,7,1,3,Senior Consultant,Yes
