UserId,Nodes,Path,Names,Values,ReasonToManager,ReasonInExitInterview 
7608,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[608,6] (= 0) <= 0.999654233455658)-->node 1: (X[608,7] (= 1) > 0.999441921710968)-->node 6: (X[608,3] (= 5) > 3.998718023300171)-->leaf node 8 (Yes)",Growth,Better career opportunity
7609,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[609,6] (= 0) <= 0.999654233455658)-->node 1: (X[609,7] (= 1) > 0.999441921710968)-->node 6: (X[609,3] (= 4) > 3.998718023300171)-->leaf node 8 (No)",,
7610,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[610,6] (= 1) > 0.999654233455658)-->node 2: (X[610,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7611,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[611,6] (= 1) > 0.999654233455658)-->node 2: (X[611,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7612,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (No),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->No,"node 0: (X[612,6] (= 1) > 0.999654233455658)-->node 2: (X[612,9] (= 0) <= 0.9965006709098816)-->node 3: (X[612,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (No)",,
7613,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[613,6] (= 0) <= 0.999654233455658)-->node 1: (X[613,7] (= 1) > 0.999441921710968)-->node 6: (X[613,3] (= 5) > 3.998718023300171)-->leaf node 8 (Yes)",Business Travel ,Business Travel 
7614,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[614,6] (= 1) > 0.999654233455658)-->node 2: (X[614,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7615,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[615,6] (= 1) > 0.999654233455658)-->node 2: (X[615,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7616,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[616,6] (= 0) <= 0.999654233455658)-->node 1: (X[616,7] (= 1) > 0.999441921710968)-->node 6: (X[616,3] (= 5) > 3.998718023300171)-->leaf node 8 (Yes)",Growth,Better career opportunity
7617,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[617,6] (= 1) > 0.999654233455658)-->node 2: (X[617,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7618,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (No),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->No,"node 0: (X[618,6] (= 1) > 0.999654233455658)-->node 2: (X[618,9] (= 0) <= 0.9965006709098816)-->node 3: (X[618,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (No)",,
7619,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[619,6] (= 0) <= 0.999654233455658)-->node 1: (X[619,7] (= 1) > 0.999441921710968)-->node 6: (X[619,3] (= 3) <= 3.998718023300171)-->node 7: (X[619,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7620,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[620,6] (= 1) > 0.999654233455658)-->node 2: (X[620,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7621,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[621,6] (= 1) > 0.999654233455658)-->node 2: (X[621,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7622,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[622,6] (= 1) > 0.999654233455658)-->node 2: (X[622,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7623,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[623,6] (= 1) > 0.999654233455658)-->node 2: (X[623,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7624,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[624,6] (= 1) > 0.999654233455658)-->node 2: (X[624,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7625,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[625,6] (= 1) > 0.999654233455658)-->node 2: (X[625,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7626,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[626,6] (= 1) > 0.999654233455658)-->node 2: (X[626,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7627,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[627,6] (= 1) > 0.999654233455658)-->node 2: (X[627,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7628,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (Yes),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->Yes,"node 0: (X[628,6] (= 1) > 0.999654233455658)-->node 2: (X[628,9] (= 0) <= 0.9965006709098816)-->node 3: (X[628,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (Yes)",Business Travel ,Business Travel 
7629,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[629,6] (= 1) > 0.999654233455658)-->node 2: (X[629,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7630,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[630,6] (= 0) <= 0.999654233455658)-->node 1: (X[630,7] (= 1) > 0.999441921710968)-->node 6: (X[630,3] (= 5) > 3.998718023300171)-->leaf node 8 (No)",,
7631,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[631,6] (= 0) <= 0.999654233455658)-->node 1: (X[631,7] (= 1) > 0.999441921710968)-->node 6: (X[631,3] (= 5) > 3.998718023300171)-->leaf node 8 (Yes)",Growth,Better career opportunity
7632,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[632,6] (= 0) <= 0.999654233455658)-->node 1: (X[632,7] (= 1) > 0.999441921710968)-->node 6: (X[632,3] (= 3) <= 3.998718023300171)-->node 7: (X[632,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7633,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[633,6] (= 0) <= 0.999654233455658)-->node 1: (X[633,7] (= 1) > 0.999441921710968)-->node 6: (X[633,3] (= 4) > 3.998718023300171)-->leaf node 8 (No)",,
7634,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (No),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->No,"node 0: (X[634,6] (= 1) > 0.999654233455658)-->node 2: (X[634,9] (= 0) <= 0.9965006709098816)-->node 3: (X[634,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (No)",,
7635,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[635,6] (= 1) > 0.999654233455658)-->node 2: (X[635,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7636,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[636,6] (= 0) <= 0.999654233455658)-->node 1: (X[636,7] (= 1) > 0.999441921710968)-->node 6: (X[636,3] (= 5) > 3.998718023300171)-->leaf node 8 (No)",,
7637,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[637,6] (= 0) <= 0.999654233455658)-->node 1: (X[637,7] (= 1) > 0.999441921710968)-->node 6: (X[637,3] (= 5) > 3.998718023300171)-->leaf node 8 (No)",,
7638,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[638,6] (= 1) > 0.999654233455658)-->node 2: (X[638,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7639,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[639,6] (= 1) > 0.999654233455658)-->node 2: (X[639,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7640,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[640,6] (= 1) > 0.999654233455658)-->node 2: (X[640,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7641,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[641,6] (= 1) > 0.999654233455658)-->node 2: (X[641,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7642,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[642,6] (= 0) <= 0.999654233455658)-->node 1: (X[642,7] (= 1) > 0.999441921710968)-->node 6: (X[642,3] (= 3) <= 3.998718023300171)-->node 7: (X[642,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7643,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[643,6] (= 0) <= 0.999654233455658)-->node 1: (X[643,7] (= 1) > 0.999441921710968)-->node 6: (X[643,3] (= 3) <= 3.998718023300171)-->node 7: (X[643,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7644,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[644,6] (= 1) > 0.999654233455658)-->node 2: (X[644,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7645,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[645,6] (= 1) > 0.999654233455658)-->node 2: (X[645,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7646,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[646,6] (= 0) <= 0.999654233455658)-->node 1: (X[646,7] (= 1) > 0.999441921710968)-->node 6: (X[646,3] (= 5) > 3.998718023300171)-->leaf node 8 (Yes)",Business Travel ,Business Travel 
7647,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[647,6] (= 0) <= 0.999654233455658)-->node 1: (X[647,7] (= 1) > 0.999441921710968)-->node 6: (X[647,3] (= 3) <= 3.998718023300171)-->node 7: (X[647,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7648,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[648,6] (= 0) <= 0.999654233455658)-->node 1: (X[648,7] (= 1) > 0.999441921710968)-->node 6: (X[648,3] (= 3) <= 3.998718023300171)-->node 7: (X[648,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7649,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[649,6] (= 1) > 0.999654233455658)-->node 2: (X[649,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Growth,Better career opportunity
7650,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (Yes),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->Yes,"node 0: (X[650,6] (= 1) > 0.999654233455658)-->node 2: (X[650,9] (= 0) <= 0.9965006709098816)-->node 3: (X[650,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (Yes)",Business Travel ,Business Travel 
7651,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[651,6] (= 1) > 0.999654233455658)-->node 2: (X[651,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7652,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[652,6] (= 1) > 0.999654233455658)-->node 2: (X[652,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7653,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[653,6] (= 0) <= 0.999654233455658)-->node 1: (X[653,7] (= 1) > 0.999441921710968)-->node 6: (X[653,3] (= 4) > 3.998718023300171)-->leaf node 8 (No)",,
7654,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[654,6] (= 0) <= 0.999654233455658)-->node 1: (X[654,7] (= 1) > 0.999441921710968)-->node 6: (X[654,3] (= 3) <= 3.998718023300171)-->node 7: (X[654,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7655,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[655,6] (= 1) > 0.999654233455658)-->node 2: (X[655,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7656,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[656,6] (= 1) > 0.999654233455658)-->node 2: (X[656,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Growth,Better career opportunity
7657,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[657,6] (= 1) > 0.999654233455658)-->node 2: (X[657,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7658,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[658,6] (= 0) <= 0.999654233455658)-->node 1: (X[658,7] (= 1) > 0.999441921710968)-->node 6: (X[658,3] (= 3) <= 3.998718023300171)-->node 7: (X[658,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Growth,Better career opportunity
7659,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[659,6] (= 1) > 0.999654233455658)-->node 2: (X[659,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7660,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[660,6] (= 0) <= 0.999654233455658)-->node 1: (X[660,7] (= 1) > 0.999441921710968)-->node 6: (X[660,3] (= 5) > 3.998718023300171)-->leaf node 8 (Yes)",Growth,Better career opportunity
7661,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[661,6] (= 0) <= 0.999654233455658)-->node 1: (X[661,7] (= 1) > 0.999441921710968)-->node 6: (X[661,3] (= 3) <= 3.998718023300171)-->node 7: (X[661,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7662,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->Yes,"node 0: (X[662,6] (= 0) <= 0.999654233455658)-->node 1: (X[662,7] (= 1) > 0.999441921710968)-->node 6: (X[662,3] (= 4) > 3.998718023300171)-->leaf node 8 (Yes)",Growth,Better career opportunity
7663,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[663,6] (= 0) <= 0.999654233455658)-->node 1: (X[663,7] (= 1) > 0.999441921710968)-->node 6: (X[663,3] (= 3) <= 3.998718023300171)-->node 7: (X[663,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7664,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[664,6] (= 1) > 0.999654233455658)-->node 2: (X[664,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Growth,Better career opportunity
7665,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (No),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->No,"node 0: (X[665,6] (= 1) > 0.999654233455658)-->node 2: (X[665,9] (= 0) <= 0.9965006709098816)-->node 3: (X[665,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (No)",,
7666,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[666,6] (= 1) > 0.999654233455658)-->node 2: (X[666,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7667,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[667,6] (= 1) > 0.999654233455658)-->node 2: (X[667,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Business Travel ,Business Travel 
7668,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[668,6] (= 1) > 0.999654233455658)-->node 2: (X[668,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7669,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[669,6] (= 1) > 0.999654233455658)-->node 2: (X[669,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7670,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[670,6] (= 1) > 0.999654233455658)-->node 2: (X[670,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7671,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[671,6] (= 0) <= 0.999654233455658)-->node 1: (X[671,7] (= 1) > 0.999441921710968)-->node 6: (X[671,3] (= 3) <= 3.998718023300171)-->node 7: (X[671,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7672,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[672,6] (= 1) > 0.999654233455658)-->node 2: (X[672,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7673,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[673,6] (= 1) > 0.999654233455658)-->node 2: (X[673,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7674,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (No),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->No,"node 0: (X[674,6] (= 1) > 0.999654233455658)-->node 2: (X[674,9] (= 0) <= 0.9965006709098816)-->node 3: (X[674,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (No)",,
7675,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (Yes),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->Yes,"node 0: (X[675,6] (= 1) > 0.999654233455658)-->node 2: (X[675,9] (= 0) <= 0.9965006709098816)-->node 3: (X[675,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (Yes)",Growth,Better career opportunity
7676,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[676,6] (= 1) > 0.999654233455658)-->node 2: (X[676,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7677,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[677,6] (= 0) <= 0.999654233455658)-->node 1: (X[677,7] (= 1) > 0.999441921710968)-->node 6: (X[677,3] (= 3) <= 3.998718023300171)-->node 7: (X[677,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7678,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[678,6] (= 0) <= 0.999654233455658)-->node 1: (X[678,7] (= 1) > 0.999441921710968)-->node 6: (X[678,3] (= 3) <= 3.998718023300171)-->node 7: (X[678,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7679,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[679,6] (= 0) <= 0.999654233455658)-->node 1: (X[679,7] (= 1) > 0.999441921710968)-->node 6: (X[679,3] (= 4) > 3.998718023300171)-->leaf node 8 (No)",,
7680,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (Yes),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->Yes,"node 0: (X[680,6] (= 0) <= 0.999654233455658)-->node 1: (X[680,7] (= 1) > 0.999441921710968)-->node 6: (X[680,3] (= 3) <= 3.998718023300171)-->node 7: (X[680,3] (= 3) <= 3.001929998397827)-->leaf node 11 (Yes)",Business Travel ,Business Travel 
7681,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[681,6] (= 0) <= 0.999654233455658)-->node 1: (X[681,7] (= 1) > 0.999441921710968)-->node 6: (X[681,3] (= 4) > 3.998718023300171)-->leaf node 8 (No)",,
7682,[0 2 4],node 0-->node 2-->leaf node 4 (Yes),Gender_Female-->MaritalStatus_Married-->Yes,"node 0: (X[682,6] (= 1) > 0.999654233455658)-->node 2: (X[682,9] (= 1) > 0.9965006709098816)-->leaf node 4 (Yes)",Family Responsibilities,Rigid Maternity Policy
7683,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (Yes),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->Yes,"node 0: (X[683,6] (= 1) > 0.999654233455658)-->node 2: (X[683,9] (= 0) <= 0.9965006709098816)-->node 3: (X[683,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (Yes)",Growth,Better career opportunity
7684,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[684,6] (= 0) <= 0.999654233455658)-->node 1: (X[684,7] (= 1) > 0.999441921710968)-->node 6: (X[684,3] (= 5) > 3.998718023300171)-->leaf node 8 (No)",,
7685,[0 2 4],node 0-->node 2-->leaf node 4 (No),Gender_Female-->MaritalStatus_Married-->No,"node 0: (X[685,6] (= 1) > 0.999654233455658)-->node 2: (X[685,9] (= 1) > 0.9965006709098816)-->leaf node 4 (No)",,
7686,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[686,6] (= 0) <= 0.999654233455658)-->node 1: (X[686,7] (= 1) > 0.999441921710968)-->node 6: (X[686,3] (= 3) <= 3.998718023300171)-->node 7: (X[686,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7687,[ 0  1  6  7 11],node 0-->node 1-->node 6-->node 7-->leaf node 11 (No),Gender_Female-->Gender_Male-->PerformanceRating-->PerformanceRating-->No,"node 0: (X[687,6] (= 0) <= 0.999654233455658)-->node 1: (X[687,7] (= 1) > 0.999441921710968)-->node 6: (X[687,3] (= 3) <= 3.998718023300171)-->node 7: (X[687,3] (= 3) <= 3.001929998397827)-->leaf node 11 (No)",,
7688,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (Yes),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->Yes,"node 0: (X[688,6] (= 1) > 0.999654233455658)-->node 2: (X[688,9] (= 0) <= 0.9965006709098816)-->node 3: (X[688,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (Yes)",Growth,Better career opportunity
7689,[0 1 6 8],node 0-->node 1-->node 6-->leaf node 8 (No),Gender_Female-->Gender_Male-->PerformanceRating-->No,"node 0: (X[689,6] (= 0) <= 0.999654233455658)-->node 1: (X[689,7] (= 1) > 0.999441921710968)-->node 6: (X[689,3] (= 5) > 3.998718023300171)-->leaf node 8 (No)",,
7690,[0 2 3 9],node 0-->node 2-->node 3-->leaf node 9 (Yes),Gender_Female-->MaritalStatus_Married-->MaritalStatus_Married-->Yes,"node 0: (X[690,6] (= 1) > 0.999654233455658)-->node 2: (X[690,9] (= 0) <= 0.9965006709098816)-->node 3: (X[690,9] (= 0) <= 0.00488875899463892)-->leaf node 9 (Yes)",Growth,Better career opportunity
