UserId,Nodes,Path,Names,Values,ReasonToManager,ReasonInExitInterview 
1335,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1335,3] (= 4) > 3.996037006378174)-->node 2: (X[1335,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1336,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1336,3] (= 4) > 3.996037006378174)-->node 2: (X[1336,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1337,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1337,3] (= 5) > 3.996037006378174)-->node 2: (X[1337,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
1338,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[1338,3] (= 5) > 3.996037006378174)-->node 2: (X[1338,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1338,1] (= 3) <= 3.000603675842285)-->node 9: (X[1338,9] (= 1) > 0.01643943414092064)-->leaf node 12 (No)",,
1339,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1339,3] (= 4) > 3.996037006378174)-->node 2: (X[1339,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1340,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1340,3] (= 3) <= 3.996037006378174)-->node 1: (X[1340,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1341,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1341,3] (= 3) <= 3.996037006378174)-->node 1: (X[1341,8] (= 1) > 0.9974051713943481)-->node 4: (X[1341,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1342,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1342,3] (= 4) > 3.996037006378174)-->node 2: (X[1342,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
1343,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1343,3] (= 4) > 3.996037006378174)-->node 2: (X[1343,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
1344,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1344,3] (= 3) <= 3.996037006378174)-->node 1: (X[1344,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1345,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1345,3] (= 5) > 3.996037006378174)-->node 2: (X[1345,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1346,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1346,3] (= 4) > 3.996037006378174)-->node 2: (X[1346,1] (= 2) <= 3.9844515323638916)-->node 7: (X[1346,1] (= 2) <= 3.000603675842285)-->node 9: (X[1346,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
1347,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[1347,3] (= 3) <= 3.996037006378174)-->node 1: (X[1347,8] (= 1) > 0.9974051713943481)-->node 4: (X[1347,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
1348,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1348,3] (= 3) <= 3.996037006378174)-->node 1: (X[1348,8] (= 1) > 0.9974051713943481)-->node 4: (X[1348,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1349,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[1349,3] (= 3) <= 3.996037006378174)-->node 1: (X[1349,8] (= 1) > 0.9974051713943481)-->node 4: (X[1349,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
1350,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1350,3] (= 5) > 3.996037006378174)-->node 2: (X[1350,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1351,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1351,3] (= 3) <= 3.996037006378174)-->node 1: (X[1351,8] (= 1) > 0.9974051713943481)-->node 4: (X[1351,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1352,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1352,3] (= 5) > 3.996037006378174)-->node 2: (X[1352,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
1353,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1353,3] (= 4) > 3.996037006378174)-->node 2: (X[1353,1] (= 4) > 3.9844515323638916)-->leaf node 8 (No)",,
1354,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1354,3] (= 4) > 3.996037006378174)-->node 2: (X[1354,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
1355,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[1355,3] (= 4) > 3.996037006378174)-->node 2: (X[1355,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1355,1] (= 3) <= 3.000603675842285)-->node 9: (X[1355,9] (= 1) > 0.01643943414092064)-->leaf node 12 (No)",,
1356,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1356,3] (= 5) > 3.996037006378174)-->node 2: (X[1356,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1357,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1357,3] (= 4) > 3.996037006378174)-->node 2: (X[1357,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1358,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1358,3] (= 3) <= 3.996037006378174)-->node 1: (X[1358,8] (= 1) > 0.9974051713943481)-->node 4: (X[1358,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1359,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1359,3] (= 4) > 3.996037006378174)-->node 2: (X[1359,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1359,1] (= 3) <= 3.000603675842285)-->node 9: (X[1359,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
1360,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1360,3] (= 5) > 3.996037006378174)-->node 2: (X[1360,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1361,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1361,3] (= 4) > 3.996037006378174)-->node 2: (X[1361,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
1362,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1362,3] (= 4) > 3.996037006378174)-->node 2: (X[1362,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1362,1] (= 3) <= 3.000603675842285)-->node 9: (X[1362,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
1363,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1363,3] (= 4) > 3.996037006378174)-->node 2: (X[1363,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1364,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1364,3] (= 4) > 3.996037006378174)-->node 2: (X[1364,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1365,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1365,3] (= 5) > 3.996037006378174)-->node 2: (X[1365,1] (= 2) <= 3.9844515323638916)-->node 7: (X[1365,1] (= 2) <= 3.000603675842285)-->node 9: (X[1365,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
1366,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1366,3] (= 5) > 3.996037006378174)-->node 2: (X[1366,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1367,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1367,3] (= 5) > 3.996037006378174)-->node 2: (X[1367,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1368,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1368,3] (= 5) > 3.996037006378174)-->node 2: (X[1368,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1368,1] (= 3) <= 3.000603675842285)-->node 9: (X[1368,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Technology,Higher studies
1369,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1369,3] (= 4) > 3.996037006378174)-->node 2: (X[1369,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1370,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1370,3] (= 3) <= 3.996037006378174)-->node 1: (X[1370,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1371,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1371,3] (= 3) <= 3.996037006378174)-->node 1: (X[1371,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1372,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1372,3] (= 5) > 3.996037006378174)-->node 2: (X[1372,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1373,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1373,3] (= 5) > 3.996037006378174)-->node 2: (X[1373,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1374,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1374,3] (= 4) > 3.996037006378174)-->node 2: (X[1374,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1375,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1375,3] (= 5) > 3.996037006378174)-->node 2: (X[1375,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1375,1] (= 3) <= 3.000603675842285)-->node 9: (X[1375,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
1376,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1376,3] (= 5) > 3.996037006378174)-->node 2: (X[1376,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1377,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1377,3] (= 5) > 3.996037006378174)-->node 2: (X[1377,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1378,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1378,3] (= 4) > 3.996037006378174)-->node 2: (X[1378,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1379,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[1379,3] (= 4) > 3.996037006378174)-->node 2: (X[1379,1] (= 2) <= 3.9844515323638916)-->node 7: (X[1379,1] (= 2) <= 3.000603675842285)-->node 9: (X[1379,9] (= 1) > 0.01643943414092064)-->leaf node 12 (No)",,
1380,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1380,3] (= 2) <= 3.996037006378174)-->node 1: (X[1380,8] (= 1) > 0.9974051713943481)-->node 4: (X[1380,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1381,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[1381,3] (= 3) <= 3.996037006378174)-->node 1: (X[1381,8] (= 1) > 0.9974051713943481)-->node 4: (X[1381,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
1382,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1382,3] (= 5) > 3.996037006378174)-->node 2: (X[1382,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1383,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[1383,3] (= 5) > 3.996037006378174)-->node 2: (X[1383,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1383,1] (= 3) <= 3.000603675842285)-->node 9: (X[1383,9] (= 1) > 0.01643943414092064)-->leaf node 12 (No)",,
1384,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1384,3] (= 5) > 3.996037006378174)-->node 2: (X[1384,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
1385,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1385,3] (= 3) <= 3.996037006378174)-->node 1: (X[1385,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1386,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1386,3] (= 5) > 3.996037006378174)-->node 2: (X[1386,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1387,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1387,3] (= 3) <= 3.996037006378174)-->node 1: (X[1387,8] (= 1) > 0.9974051713943481)-->node 4: (X[1387,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1388,[0 2 8],node 0-->node 2-->leaf node 8 (No),PerformanceRating-->TrainingHoursLastYear-->No,"node 0: (X[1388,3] (= 4) > 3.996037006378174)-->node 2: (X[1388,1] (= 5) > 3.9844515323638916)-->leaf node 8 (No)",,
1389,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1389,3] (= 5) > 3.996037006378174)-->node 2: (X[1389,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1390,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1390,3] (= 4) > 3.996037006378174)-->node 2: (X[1390,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1390,1] (= 3) <= 3.000603675842285)-->node 9: (X[1390,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Repetitive task,Want Challenging task
1391,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1391,3] (= 3) <= 3.996037006378174)-->node 1: (X[1391,8] (= 1) > 0.9974051713943481)-->node 4: (X[1391,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1392,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1392,3] (= 4) > 3.996037006378174)-->node 2: (X[1392,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1393,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1393,3] (= 3) <= 3.996037006378174)-->node 1: (X[1393,8] (= 1) > 0.9974051713943481)-->node 4: (X[1393,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1394,[0 1 4 5],node 0-->node 1-->node 4-->leaf node 5 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[1394,3] (= 3) <= 3.996037006378174)-->node 1: (X[1394,8] (= 1) > 0.9974051713943481)-->node 4: (X[1394,6] (= 0) <= 0.9539861679077148)-->leaf node 5 (No)",,
1395,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1395,3] (= 4) > 3.996037006378174)-->node 2: (X[1395,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1395,1] (= 3) <= 3.000603675842285)-->node 9: (X[1395,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
1396,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1396,3] (= 4) > 3.996037006378174)-->node 2: (X[1396,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1397,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1397,3] (= 5) > 3.996037006378174)-->node 2: (X[1397,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1398,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1398,3] (= 3) <= 3.996037006378174)-->node 1: (X[1398,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1399,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1399,3] (= 5) > 3.996037006378174)-->node 2: (X[1399,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1400,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1400,3] (= 4) > 3.996037006378174)-->node 2: (X[1400,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1401,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1401,3] (= 5) > 3.996037006378174)-->node 2: (X[1401,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
1402,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1402,3] (= 5) > 3.996037006378174)-->node 2: (X[1402,1] (= 2) <= 3.9844515323638916)-->node 7: (X[1402,1] (= 2) <= 3.000603675842285)-->node 9: (X[1402,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
1403,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1403,3] (= 3) <= 3.996037006378174)-->node 1: (X[1403,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1404,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (No),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->No,"node 0: (X[1404,3] (= 4) > 3.996037006378174)-->node 2: (X[1404,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1404,1] (= 3) <= 3.000603675842285)-->node 9: (X[1404,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (No)",,
1405,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1405,3] (= 4) > 3.996037006378174)-->node 2: (X[1405,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Family Responsibilities,Rigid Maternity Policy
1406,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1406,3] (= 3) <= 3.996037006378174)-->node 1: (X[1406,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1407,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1407,3] (= 5) > 3.996037006378174)-->node 2: (X[1407,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1407,1] (= 3) <= 3.000603675842285)-->node 9: (X[1407,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
1408,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[1408,3] (= 3) <= 3.996037006378174)-->node 1: (X[1408,8] (= 1) > 0.9974051713943481)-->node 4: (X[1408,6] (= 1) > 0.9539861679077148)-->leaf node 6 (No)",,
1409,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1409,3] (= 3) <= 3.996037006378174)-->node 1: (X[1409,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1410,[ 0  2  7  9 12],node 0-->node 2-->node 7-->node 9-->leaf node 12 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1410,3] (= 4) > 3.996037006378174)-->node 2: (X[1410,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1410,1] (= 3) <= 3.000603675842285)-->node 9: (X[1410,9] (= 1) > 0.01643943414092064)-->leaf node 12 (Yes)",Repetitive task,Want Challenging task
1411,[0 1 3],node 0-->node 1-->leaf node 3 (No),PerformanceRating-->MaritalStatus_Married-->No,"node 0: (X[1411,3] (= 3) <= 3.996037006378174)-->node 1: (X[1411,8] (= 0) <= 0.9974051713943481)-->leaf node 3 (No)",,
1412,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1412,3] (= 5) > 3.996037006378174)-->node 2: (X[1412,1] (= 4) > 3.9844515323638916)-->leaf node 8 (Yes)",Repetitive task,Want Challenging task
1413,[0 1 4 5],node 0-->node 1-->node 4-->leaf node 5 (No),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->No,"node 0: (X[1413,3] (= 3) <= 3.996037006378174)-->node 1: (X[1413,8] (= 1) > 0.9974051713943481)-->node 4: (X[1413,6] (= 0) <= 0.9539861679077148)-->leaf node 5 (No)",,
1414,[0 1 4 6],node 0-->node 1-->node 4-->leaf node 6 (Yes),PerformanceRating-->MaritalStatus_Married-->Gender_Female-->Yes,"node 0: (X[1414,3] (= 3) <= 3.996037006378174)-->node 1: (X[1414,8] (= 1) > 0.9974051713943481)-->node 4: (X[1414,6] (= 1) > 0.9539861679077148)-->leaf node 6 (Yes)",Family Responsibilities,Rigid Maternity Policy
1415,[ 0  2  7  9 11],node 0-->node 2-->node 7-->node 9-->leaf node 11 (Yes),PerformanceRating-->TrainingHoursLastYear-->TrainingHoursLastYear-->MaritalStatus_Single-->Yes,"node 0: (X[1415,3] (= 4) > 3.996037006378174)-->node 2: (X[1415,1] (= 3) <= 3.9844515323638916)-->node 7: (X[1415,1] (= 3) <= 3.000603675842285)-->node 9: (X[1415,9] (= 0) <= 0.01643943414092064)-->leaf node 11 (Yes)",Family Responsibilities,Rigid Maternity Policy
1416,[0 2 8],node 0-->node 2-->leaf node 8 (Yes),PerformanceRating-->TrainingHoursLastYear-->Yes,"node 0: (X[1416,3] (= 5) > 3.996037006378174)-->node 2: (X[1416,1] (= 5) > 3.9844515323638916)-->leaf node 8 (Yes)",Technology,Higher studies
